ExonType	WEFRange	Junction	OccurenceRange	OccureneceTotal	OccureneceFreq	cumulativeCount	cumulativeFreq
cons_cons	0_0.25	HH	0_0.1	1	0.011	1	0.011
cons_cons	0_0.25	HH	0.101_0.2	5	0.057	6	0.068
cons_cons	0_0.25	HH	0.201_0.3	5	0.057	11	0.125
cons_cons	0_0.25	HH	0.301_0.4	13	0.148	24	0.273
cons_cons	0_0.25	HH	0.401_0.5	3	0.034	27	0.307
cons_cons	0_0.25	HH	0.501_0.6	2	0.023	29	0.33
cons_cons	0_0.25	HH	0.601_0.7	9	0.102	38	0.432
cons_cons	0_0.25	HH	0.701_0.8	5	0.057	43	0.489
cons_cons	0_0.25	HH	0.801_0.9	1	0.011	44	0.5
cons_cons	0_0.25	HH	0.901_1.0	44	0.5	88	1.0
alt_alt	0_0.25	CC	0_0.1	1	0.006	1	0.006
alt_alt	0_0.25	CC	0.101_0.2	5	0.03	6	0.036
alt_alt	0_0.25	CC	0.201_0.3	9	0.054	15	0.09
alt_alt	0_0.25	CC	0.301_0.4	20	0.12	35	0.21
alt_alt	0_0.25	CC	0.401_0.5	16	0.096	51	0.305
alt_alt	0_0.25	CC	0.501_0.6	7	0.042	58	0.347
alt_alt	0_0.25	CC	0.601_0.7	19	0.114	77	0.461
alt_alt	0_0.25	CC	0.701_0.8	10	0.06	87	0.521
alt_alt	0_0.25	CC	0.801_0.9	3	0.018	90	0.539
alt_alt	0_0.25	CC	0.901_1.0	77	0.461	167	1.0
alt_alt	0_0.25	EE	0_0.1	1	0.036	1	0.036
alt_alt	0_0.25	EE	0.101_0.2	3	0.107	4	0.143
alt_alt	0_0.25	EE	0.201_0.3	5	0.179	9	0.321
alt_alt	0_0.25	EE	0.301_0.4	4	0.143	13	0.464
alt_alt	0_0.25	EE	0.401_0.5	3	0.107	16	0.571
alt_alt	0_0.25	EE	0.501_0.6	3	0.107	19	0.679
alt_alt	0_0.25	EE	0.601_0.7	3	0.107	22	0.786
alt_alt	0_0.25	EE	0.701_0.8	0	0.0	22	0.786
alt_alt	0_0.25	EE	0.801_0.9	0	0.0	22	0.786
alt_alt	0_0.25	EE	0.901_1.0	6	0.214	28	1.0
alt_alt	0_0.25	HH	0_0.1	0	0.0	0	0.0
alt_alt	0_0.25	HH	0.101_0.2	4	0.053	4	0.053
alt_alt	0_0.25	HH	0.201_0.3	9	0.12	13	0.173
alt_alt	0_0.25	HH	0.301_0.4	14	0.187	27	0.36
alt_alt	0_0.25	HH	0.401_0.5	5	0.067	32	0.427
alt_alt	0_0.25	HH	0.501_0.6	1	0.013	33	0.44
alt_alt	0_0.25	HH	0.601_0.7	12	0.16	45	0.6
alt_alt	0_0.25	HH	0.701_0.8	5	0.067	50	0.667
alt_alt	0_0.25	HH	0.801_0.9	1	0.013	51	0.68
alt_alt	0_0.25	HH	0.901_1.0	24	0.32	75	1.0
alt_alt	0.5_0.75	CC	0_0.1	47	0.034	47	0.034
alt_alt	0.5_0.75	CC	0.101_0.2	169	0.124	216	0.158
alt_alt	0.5_0.75	CC	0.201_0.3	110	0.08	326	0.238
alt_alt	0.5_0.75	CC	0.301_0.4	169	0.124	495	0.362
alt_alt	0.5_0.75	CC	0.401_0.5	135	0.099	630	0.461
alt_alt	0.5_0.75	CC	0.501_0.6	63	0.046	693	0.507
alt_alt	0.5_0.75	CC	0.601_0.7	126	0.092	819	0.599
alt_alt	0.5_0.75	CC	0.701_0.8	98	0.072	917	0.671
alt_alt	0.5_0.75	CC	0.801_0.9	84	0.061	1001	0.732
alt_alt	0.5_0.75	CC	0.901_1.0	366	0.268	1367	1.0
alt_alt	0.5_0.75	EE	0_0.1	42	0.112	42	0.112
alt_alt	0.5_0.75	EE	0.101_0.2	91	0.243	133	0.355
alt_alt	0.5_0.75	EE	0.201_0.3	60	0.16	193	0.515
alt_alt	0.5_0.75	EE	0.301_0.4	43	0.115	236	0.629
alt_alt	0.5_0.75	EE	0.401_0.5	44	0.117	280	0.747
alt_alt	0.5_0.75	EE	0.501_0.6	17	0.045	297	0.792
alt_alt	0.5_0.75	EE	0.601_0.7	25	0.067	322	0.859
alt_alt	0.5_0.75	EE	0.701_0.8	14	0.037	336	0.896
alt_alt	0.5_0.75	EE	0.801_0.9	11	0.029	347	0.925
alt_alt	0.5_0.75	EE	0.901_1.0	28	0.075	375	1.0
alt_alt	0.5_0.75	HH	0_0.1	55	0.056	55	0.056
alt_alt	0.5_0.75	HH	0.101_0.2	150	0.152	205	0.207
alt_alt	0.5_0.75	HH	0.201_0.3	91	0.092	296	0.3
alt_alt	0.5_0.75	HH	0.301_0.4	131	0.133	427	0.432
alt_alt	0.5_0.75	HH	0.401_0.5	98	0.099	525	0.531
alt_alt	0.5_0.75	HH	0.501_0.6	46	0.047	571	0.578
alt_alt	0.5_0.75	HH	0.601_0.7	83	0.084	654	0.662
alt_alt	0.5_0.75	HH	0.701_0.8	77	0.078	731	0.74
alt_alt	0.5_0.75	HH	0.801_0.9	54	0.055	785	0.795
alt_alt	0.5_0.75	HH	0.901_1.0	203	0.205	988	1.0
alt_alt	0.75_1.01	EE	0_0.1	195	0.269	195	0.269
alt_alt	0.75_1.01	EE	0.101_0.2	191	0.263	386	0.532
alt_alt	0.75_1.01	EE	0.201_0.3	92	0.127	478	0.659
alt_alt	0.75_1.01	EE	0.301_0.4	73	0.101	551	0.76
alt_alt	0.75_1.01	EE	0.401_0.5	69	0.095	620	0.855
alt_alt	0.75_1.01	EE	0.501_0.6	19	0.026	639	0.881
alt_alt	0.75_1.01	EE	0.601_0.7	22	0.03	661	0.912
alt_alt	0.75_1.01	EE	0.701_0.8	17	0.023	678	0.935
alt_alt	0.75_1.01	EE	0.801_0.9	17	0.023	695	0.959
alt_alt	0.75_1.01	EE	0.901_1.0	30	0.041	725	1.0
alt_alt	0.75_1.01	CC	0_0.1	168	0.069	168	0.069
alt_alt	0.75_1.01	CC	0.101_0.2	279	0.115	447	0.183
alt_alt	0.75_1.01	CC	0.201_0.3	222	0.091	669	0.275
alt_alt	0.75_1.01	CC	0.301_0.4	185	0.076	854	0.351
alt_alt	0.75_1.01	CC	0.401_0.5	234	0.096	1088	0.447
alt_alt	0.75_1.01	CC	0.501_0.6	156	0.064	1244	0.511
alt_alt	0.75_1.01	CC	0.601_0.7	155	0.064	1399	0.574
alt_alt	0.75_1.01	CC	0.701_0.8	187	0.077	1586	0.651
alt_alt	0.75_1.01	CC	0.801_0.9	184	0.076	1770	0.727
alt_alt	0.75_1.01	CC	0.901_1.0	666	0.273	2436	1.0
alt_alt	0.75_1.01	HH	0_0.1	190	0.107	190	0.107
alt_alt	0.75_1.01	HH	0.101_0.2	272	0.154	462	0.261
alt_alt	0.75_1.01	HH	0.201_0.3	187	0.106	649	0.367
alt_alt	0.75_1.01	HH	0.301_0.4	160	0.09	809	0.458
alt_alt	0.75_1.01	HH	0.401_0.5	159	0.09	968	0.548
alt_alt	0.75_1.01	HH	0.501_0.6	110	0.062	1078	0.61
alt_alt	0.75_1.01	HH	0.601_0.7	88	0.05	1166	0.66
alt_alt	0.75_1.01	HH	0.701_0.8	103	0.058	1269	0.718
alt_alt	0.75_1.01	HH	0.801_0.9	123	0.07	1392	0.787
alt_alt	0.75_1.01	HH	0.901_1.0	376	0.213	1768	1.0
alt_alt	0.25_0.5	CC	0_0.1	6	0.01	6	0.01
alt_alt	0.25_0.5	CC	0.101_0.2	41	0.069	47	0.079
alt_alt	0.25_0.5	CC	0.201_0.3	42	0.071	89	0.15
alt_alt	0.25_0.5	CC	0.301_0.4	72	0.122	161	0.272
alt_alt	0.25_0.5	CC	0.401_0.5	39	0.066	200	0.338
alt_alt	0.25_0.5	CC	0.501_0.6	30	0.051	230	0.389
alt_alt	0.25_0.5	CC	0.601_0.7	43	0.073	273	0.461
alt_alt	0.25_0.5	CC	0.701_0.8	43	0.073	316	0.534
alt_alt	0.25_0.5	CC	0.801_0.9	42	0.071	358	0.605
alt_alt	0.25_0.5	CC	0.901_1.0	234	0.395	592	1.0
alt_alt	0.25_0.5	EE	0_0.1	13	0.094	13	0.094
alt_alt	0.25_0.5	EE	0.101_0.2	39	0.281	52	0.374
alt_alt	0.25_0.5	EE	0.201_0.3	17	0.122	69	0.496
alt_alt	0.25_0.5	EE	0.301_0.4	29	0.209	98	0.705
alt_alt	0.25_0.5	EE	0.401_0.5	10	0.072	108	0.777
alt_alt	0.25_0.5	EE	0.501_0.6	4	0.029	112	0.806
alt_alt	0.25_0.5	EE	0.601_0.7	12	0.086	124	0.892
alt_alt	0.25_0.5	EE	0.701_0.8	6	0.043	130	0.935
alt_alt	0.25_0.5	EE	0.801_0.9	2	0.014	132	0.95
alt_alt	0.25_0.5	EE	0.901_1.0	7	0.05	139	1.0
alt_alt	0.25_0.5	HH	0_0.1	11	0.031	11	0.031
alt_alt	0.25_0.5	HH	0.101_0.2	46	0.131	57	0.162
alt_alt	0.25_0.5	HH	0.201_0.3	25	0.071	82	0.234
alt_alt	0.25_0.5	HH	0.301_0.4	52	0.148	134	0.382
