Length,Category
31,Consecutive
60,Consecutive
27,Consecutive
38,Consecutive
49,Consecutive
47,Consecutive
36,Consecutive
60,Consecutive
26,Consecutive
31,Consecutive
61,Consecutive
53,Consecutive
49,Consecutive
30,Consecutive
29,Consecutive
40,Consecutive
77,Consecutive
29,Consecutive
45,Consecutive
77,Consecutive
83,Consecutive
80,Consecutive
58,Consecutive
25,Consecutive
19,Consecutive
20,Consecutive
31,Consecutive
27,Consecutive
23,Consecutive
54,Consecutive
6,Consecutive
6,Consecutive
1,Consecutive
37,Consecutive
37,Consecutive
23,Consecutive
26,Consecutive
59,Consecutive
24,Consecutive
63,Consecutive
30,Consecutive
28,Consecutive
21,Consecutive
27,Consecutive
50,Consecutive
26,Consecutive
26,Consecutive
26,Consecutive
50,Consecutive
57,Consecutive
26,Consecutive
26,Consecutive
48,Consecutive
32,Consecutive
44,Consecutive
41,Consecutive
50,Consecutive
38,Consecutive
61,Consecutive
57,Consecutive
43,Consecutive
61,Consecutive
49,Consecutive
57,Consecutive
38,Consecutive
60,Consecutive
3,Consecutive
57,Consecutive
52,Consecutive
38,Consecutive
47,Consecutive
40,Consecutive
50,Consecutive
53,Consecutive
43,Consecutive
37,Consecutive
53,Consecutive
39,Consecutive
29,Consecutive
54,Consecutive
43,Consecutive
59,Consecutive
43,Consecutive
21,Consecutive
42,Consecutive
41,Consecutive
53,Consecutive
49,Consecutive
60,Consecutive
44,Consecutive
50,Consecutive
40,Consecutive
37,Consecutive
34,Consecutive
21,Consecutive
1,Consecutive
53,Consecutive
43,Consecutive
47,Consecutive
47,Consecutive
10,Consecutive
33,Consecutive
88,Consecutive
41,Consecutive
8,Consecutive
68,Consecutive
42,Consecutive
10,Consecutive
59,Consecutive
29,Consecutive
39,Consecutive
28,Consecutive
44,Consecutive
42,Consecutive
55,Consecutive
37,Consecutive
48,Consecutive
29,Consecutive
50,Consecutive
53,Consecutive
12,Consecutive
64,Consecutive
44,Consecutive
33,Consecutive
37,Consecutive
28,Consecutive
28,Consecutive
42,Consecutive
33,Consecutive
43,Consecutive
50,Consecutive
24,Consecutive
37,Consecutive
44,Consecutive
90,Consecutive
53,Consecutive
43,Consecutive
50,Consecutive
44,Consecutive
31,Consecutive
43,Consecutive
33,Consecutive
21,Consecutive
14,Consecutive
35,Consecutive
31,Consecutive
37,Consecutive
17,Consecutive
23,Consecutive
51,Consecutive
50,Consecutive
30,Consecutive
34,Consecutive
27,Consecutive
33,Consecutive
52,Consecutive
51,Consecutive
54,Consecutive
59,Consecutive
48,Consecutive
33,Consecutive
65,Consecutive
50,Consecutive
86,Consecutive
40,Consecutive
27,Consecutive
33,Consecutive
51,Consecutive
46,Consecutive
59,Consecutive
48,Consecutive
72,Consecutive
61,Consecutive
47,Consecutive
45,Consecutive
87,Consecutive
77,Consecutive
30,Consecutive
47,Consecutive
34,Consecutive
57,Consecutive
36,Consecutive
58,Consecutive
13,Consecutive
26,Consecutive
119,Consecutive
119,Consecutive
72,Consecutive
294,Consecutive
50,Consecutive
30,Consecutive
30,Consecutive
51,Consecutive
48,Consecutive
23,Consecutive
33,Consecutive
54,Consecutive
56,Consecutive
77,Consecutive
27,Consecutive
36,Consecutive
46,Consecutive
45,Consecutive
23,Consecutive
23,Consecutive
30,Consecutive
42,Consecutive
34,Consecutive
43,Consecutive
65,Consecutive
39,Consecutive
61,Consecutive
56,Consecutive
19,Consecutive
48,Consecutive
33,Consecutive
58,Consecutive
77,Consecutive
36,Consecutive
46,Consecutive
17,Consecutive
34,Consecutive
43,Consecutive
65,Consecutive
61,Consecutive
56,Consecutive
74,Consecutive
55,Consecutive
64,Consecutive
87,Consecutive
33,Consecutive
64,Consecutive
32,Consecutive
82,Consecutive
45,Consecutive
36,Consecutive
39,Consecutive
40,Consecutive
25,Consecutive
21,Consecutive
15,Consecutive
21,Consecutive
33,Consecutive
44,Consecutive
71,Consecutive
72,Consecutive
44,Consecutive
43,Consecutive
33,Consecutive
44,Consecutive
17,Consecutive
42,Consecutive
59,Consecutive
28,Consecutive
53,Consecutive
59,Consecutive
80,Consecutive
48,Consecutive
128,Consecutive
126,Consecutive
98,Consecutive
42,Consecutive
23,Consecutive
1522,Consecutive
98,Consecutive
61,Consecutive
29,Consecutive
36,Consecutive
33,Consecutive
29,Consecutive
55,Consecutive
50,Consecutive
37,Consecutive
35,Consecutive
45,Consecutive
45,Consecutive
34,Consecutive
75,Consecutive
37,Consecutive
46,Consecutive
43,Consecutive
42,Consecutive
38,Consecutive
58,Consecutive
46,Consecutive
71,Consecutive
45,Consecutive
53,Consecutive
52,Consecutive
69,Consecutive
38,Consecutive
39,Consecutive
65,Consecutive
30,Consecutive
24,Consecutive
37,Consecutive
23,Consecutive
44,Consecutive
41,Consecutive
23,Consecutive
22,Consecutive
38,Consecutive
72,Consecutive
34,Consecutive
51,Consecutive
72,Consecutive
11,Consecutive
20,Consecutive
30,Consecutive
28,Consecutive
45,Consecutive
38,Consecutive
43,Consecutive
29,Consecutive
29,Consecutive
19,Consecutive
32,Consecutive
47,Consecutive
60,Consecutive
75,Consecutive
50,Consecutive
76,Consecutive
61,Consecutive
54,Consecutive
90,Consecutive
47,Consecutive
55,Consecutive
60,Consecutive
54,Consecutive
90,Consecutive
34,Consecutive
24,Consecutive
56,Consecutive
63,Consecutive
33,Consecutive
60,Consecutive
29,Consecutive
41,Consecutive
68,Consecutive
40,Consecutive
34,Consecutive
40,Consecutive
58,Consecutive
35,Consecutive
49,Consecutive
48,Consecutive
59,Consecutive
58,Consecutive
88,Consecutive
40,Consecutive
64,Consecutive
45,Consecutive
23,Consecutive
27,Consecutive
21,Consecutive
25,Consecutive
52,Consecutive
31,Consecutive
48,Consecutive
46,Consecutive
14,Consecutive
48,Consecutive
44,Consecutive
55,Consecutive
42,Consecutive
55,Consecutive
37,Consecutive
43,Consecutive
30,Consecutive
40,Consecutive
69,Consecutive
36,Consecutive
23,Consecutive
62,Consecutive
65,Consecutive
58,Consecutive
37,Consecutive
74,Consecutive
55,Consecutive
40,Consecutive
55,Consecutive
42,Consecutive
58,Consecutive
54,Consecutive
65,Consecutive
43,Consecutive
58,Consecutive
44,Consecutive
37,Consecutive
28,Consecutive
8,Consecutive
25,Consecutive
43,Consecutive
32,Consecutive
18,Consecutive
29,Consecutive
36,Consecutive
32,Consecutive
27,Consecutive
39,Consecutive
46,Consecutive
35,Consecutive
48,Consecutive
36,Consecutive
25,Consecutive
27,Consecutive
32,Consecutive
32,Consecutive
18,Consecutive
28,Consecutive
28,Consecutive
29,Consecutive
52,Consecutive
60,Consecutive
49,Consecutive
26,Consecutive
27,Consecutive
30,Consecutive
35,Consecutive
33,Consecutive
43,Consecutive
56,Consecutive
34,Consecutive
77,Consecutive
41,Consecutive
28,Consecutive
32,Consecutive
34,Consecutive
46,Consecutive
22,Consecutive
37,Consecutive
68,Consecutive
25,Consecutive
57,Consecutive
57,Consecutive
38,Consecutive
38,Consecutive
38,Consecutive
19,Consecutive
27,Consecutive
30,Consecutive
20,Consecutive
29,Consecutive
31,Consecutive
32,Consecutive
130,Consecutive
32,Consecutive
27,Consecutive
31,Consecutive
57,Consecutive
13,Consecutive
13,Consecutive
48,Consecutive
63,Consecutive
36,Consecutive
56,Consecutive
37,Consecutive
31,Consecutive
54,Consecutive
62,Consecutive
41,Consecutive
76,Consecutive
27,Consecutive
38,Consecutive
32,Consecutive
64,Consecutive
51,Consecutive
57,Consecutive
43,Consecutive
25,Consecutive
29,Consecutive
33,Consecutive
29,Consecutive
32,Consecutive
42,Consecutive
30,Consecutive
21,Consecutive
42,Consecutive
45,Consecutive
19,Consecutive
31,Consecutive
31,Consecutive
18,Consecutive
42,Consecutive
66,Consecutive
44,Consecutive
62,Consecutive
46,Consecutive
37,Consecutive
27,Consecutive
12,Consecutive
60,Consecutive
29,Consecutive
71,Consecutive
40,Consecutive
62,Consecutive
28,Consecutive
28,Consecutive
29,Consecutive
19,Consecutive
50,Consecutive
39,Consecutive
43,Consecutive
21,Consecutive
59,Consecutive
31,Consecutive
33,Consecutive
46,Consecutive
30,Consecutive
17,Consecutive
30,Consecutive
41,Consecutive
28,Consecutive
64,Consecutive
34,Consecutive
25,Consecutive
7,Consecutive
36,Consecutive
20,Consecutive
13,Consecutive
27,Consecutive
25,Consecutive
44,Consecutive
59,Consecutive
45,Consecutive
38,Consecutive
44,Consecutive
48,Consecutive
49,Consecutive
36,Consecutive
33,Consecutive
43,Consecutive
48,Consecutive
21,Consecutive
24,Consecutive
33,Consecutive
51,Consecutive
44,Consecutive
44,Consecutive
41,Consecutive
58,Consecutive
43,Consecutive
53,Consecutive
25,Consecutive
29,Consecutive
33,Consecutive
52,Consecutive
25,Consecutive
42,Consecutive
46,Consecutive
53,Consecutive
74,Consecutive
33,Consecutive
43,Consecutive
49,Consecutive
67,Consecutive
45,Consecutive
45,Consecutive
33,Consecutive
45,Consecutive
65,Consecutive
38,Consecutive
43,Consecutive
25,Consecutive
34,Consecutive
37,Consecutive
46,Consecutive
55,Consecutive
20,Consecutive
31,Consecutive
232,Consecutive
57,Consecutive
88,Consecutive
184,Consecutive
59,Consecutive
27,Consecutive
55,Consecutive
92,Consecutive
55,Consecutive
121,Consecutive
43,Consecutive
40,Consecutive
46,Consecutive
43,Consecutive
45,Consecutive
42,Consecutive
72,Consecutive
39,Consecutive
93,Consecutive
37,Consecutive
61,Consecutive
22,Consecutive
22,Consecutive
24,Consecutive
48,Consecutive
35,Consecutive
35,Consecutive
33,Consecutive
25,Consecutive
71,Consecutive
50,Consecutive
19,Consecutive
65,Consecutive
86,Consecutive
24,Consecutive
53,Consecutive
33,Consecutive
60,Consecutive
50,Consecutive
46,Consecutive
21,Consecutive
63,Consecutive
45,Consecutive
71,Consecutive
28,Consecutive
25,Consecutive
24,Consecutive
35,Consecutive
35,Consecutive
51,Consecutive
56,Consecutive
40,Consecutive
35,Consecutive
15,Consecutive
22,Consecutive
71,Consecutive
50,Consecutive
13,Consecutive
31,Consecutive
39,Consecutive
29,Consecutive
52,Consecutive
35,Consecutive
31,Consecutive
34,Consecutive
27,Consecutive
14,Consecutive
51,Consecutive
25,Consecutive
20,Consecutive
66,Consecutive
15,Consecutive
20,Consecutive
10,Consecutive
36,Consecutive
28,Consecutive
45,Consecutive
23,Consecutive
23,Consecutive
28,Consecutive
46,Consecutive
18,Consecutive
26,Consecutive
28,Consecutive
27,Consecutive
28,Consecutive
28,Consecutive
15,Consecutive
25,Consecutive
45,Consecutive
43,Consecutive
41,Consecutive
57,Consecutive
73,Consecutive
80,Consecutive
69,Consecutive
82,Consecutive
69,Consecutive
64,Consecutive
62,Consecutive
82,Consecutive
45,Consecutive
142,Consecutive
41,Consecutive
40,Consecutive
50,Consecutive
55,Consecutive
41,Consecutive
40,Consecutive
40,Consecutive
45,Consecutive
13,Consecutive
142,Consecutive
142,Consecutive
41,Consecutive
40,Consecutive
50,Consecutive
4,Consecutive
10,Consecutive
10,Consecutive
11,Consecutive
11,Consecutive
237,Consecutive
230,Consecutive
39,Consecutive
44,Consecutive
16,Consecutive
25,Consecutive
26,Consecutive
30,Consecutive
41,Consecutive
16,Consecutive
28,Consecutive
18,Consecutive
48,Consecutive
19,Consecutive
51,Consecutive
29,Consecutive
54,Consecutive
24,Consecutive
32,Consecutive
32,Consecutive
36,Consecutive
30,Consecutive
46,Consecutive
37,Consecutive
45,Consecutive
28,Consecutive
29,Consecutive
26,Consecutive
55,Consecutive
47,Consecutive
58,Consecutive
52,Consecutive
46,Consecutive
21,Consecutive
18,Consecutive
27,Consecutive
200,Consecutive
26,Consecutive
61,Consecutive
58,Consecutive
129,Consecutive
37,Consecutive
31,Consecutive
34,Consecutive
30,Consecutive
50,Consecutive
49,Consecutive
35,Consecutive
37,Consecutive
35,Consecutive
30,Consecutive
22,Consecutive
24,Consecutive
27,Consecutive
32,Consecutive
49,Consecutive
24,Consecutive
42,Consecutive
38,Consecutive
28,Consecutive
42,Consecutive
19,Consecutive
38,Consecutive
38,Consecutive
38,Consecutive
21,Consecutive
27,Consecutive
33,Consecutive
244,Consecutive
25,Consecutive
42,Consecutive
65,Consecutive
63,Consecutive
35,Consecutive
50,Consecutive
29,Consecutive
50,Consecutive
90,Consecutive
49,Consecutive
131,Consecutive
46,Consecutive
33,Consecutive
50,Consecutive
36,Consecutive
63,Consecutive
56,Consecutive
46,Consecutive
45,Consecutive
22,Consecutive
26,Consecutive
28,Consecutive
90,Consecutive
27,Consecutive
41,Consecutive
44,Consecutive
36,Consecutive
15,Consecutive
34,Consecutive
52,Consecutive
44,Consecutive
21,Consecutive
52,Consecutive
50,Consecutive
51,Consecutive
36,Consecutive
37,Consecutive
26,Consecutive
460,Consecutive
38,Consecutive
67,Consecutive
54,Consecutive
30,Consecutive
155,Consecutive
44,Consecutive
35,Consecutive
29,Consecutive
27,Consecutive
46,Consecutive
14,Consecutive
34,Consecutive
72,Consecutive
54,Consecutive
81,Consecutive
79,Consecutive
85,Consecutive
66,Consecutive
47,Consecutive
42,Consecutive
13,Consecutive
81,Consecutive
66,Consecutive
42,Consecutive
81,Consecutive
71,Consecutive
64,Consecutive
86,Consecutive
53,Consecutive
36,Consecutive
61,Consecutive
36,Consecutive
29,Consecutive
81,Consecutive
78,Consecutive
71,Consecutive
60,Consecutive
42,Consecutive
66,Consecutive
72,Consecutive
69,Consecutive
81,Consecutive
29,Consecutive
60,Consecutive
78,Consecutive
71,Consecutive
42,Consecutive
72,Consecutive
36,Consecutive
71,Consecutive
36,Consecutive
42,Consecutive
86,Consecutive
66,Consecutive
61,Consecutive
81,Consecutive
64,Consecutive
75,Consecutive
57,Consecutive
48,Consecutive
49,Consecutive
56,Consecutive
51,Consecutive
53,Consecutive
36,Consecutive
63,Consecutive
49,Consecutive
44,Consecutive
41,Consecutive
54,Consecutive
33,Consecutive
37,Consecutive
43,Consecutive
54,Consecutive
73,Consecutive
58,Consecutive
1,Consecutive
43,Consecutive
24,Consecutive
43,Consecutive
8,Consecutive
31,Consecutive
33,Consecutive
52,Consecutive
21,Consecutive
48,Consecutive
69,Consecutive
44,Consecutive
27,Consecutive
71,Consecutive
58,Consecutive
23,Consecutive
14,Consecutive
31,Consecutive
52,Consecutive
72,Consecutive
40,Consecutive
30,Consecutive
50,Consecutive
36,Consecutive
39,Consecutive
47,Consecutive
71,Consecutive
52,Consecutive
31,Consecutive
55,Consecutive
39,Consecutive
44,Consecutive
70,Consecutive
10,Consecutive
21,Consecutive
31,Consecutive
90,Consecutive
48,Consecutive
56,Consecutive
68,Consecutive
39,Consecutive
65,Consecutive
42,Consecutive
52,Consecutive
48,Consecutive
35,Consecutive
65,Consecutive
60,Consecutive
53,Consecutive
48,Consecutive
57,Consecutive
62,Consecutive
65,Consecutive
57,Consecutive
48,Consecutive
46,Consecutive
51,Consecutive
30,Consecutive
70,Consecutive
40,Consecutive
60,Consecutive
64,Consecutive
31,Consecutive
293,Consecutive
60,Consecutive
55,Consecutive
39,Consecutive
47,Consecutive
31,Consecutive
42,Consecutive
63,Consecutive
31,Consecutive
60,Consecutive
60,Consecutive
69,Consecutive
30,Consecutive
34,Consecutive
87,Consecutive
60,Consecutive
44,Consecutive
8,Consecutive
32,Consecutive
47,Consecutive
80,Consecutive
34,Consecutive
59,Consecutive
23,Consecutive
44,Consecutive
37,Consecutive
18,Consecutive
19,Consecutive
46,Consecutive
59,Consecutive
42,Consecutive
39,Consecutive
59,Consecutive
25,Consecutive
49,Consecutive
20,Consecutive
46,Consecutive
58,Consecutive
18,Consecutive
40,Consecutive
47,Consecutive
27,Consecutive
27,Consecutive
36,Consecutive
51,Consecutive
37,Consecutive
39,Consecutive
50,Consecutive
24,Consecutive
30,Consecutive
45,Consecutive
49,Consecutive
28,Consecutive
22,Consecutive
67,Consecutive
60,Consecutive
61,Consecutive
28,Consecutive
25,Consecutive
27,Consecutive
38,Consecutive
46,Consecutive
26,Consecutive
46,Consecutive
64,Consecutive
42,Consecutive
31,Consecutive
29,Consecutive
35,Consecutive
20,Consecutive
13,Consecutive
40,Consecutive
23,Consecutive
23,Consecutive
1,Consecutive
29,Consecutive
62,Consecutive
37,Consecutive
30,Consecutive
19,Consecutive
31,Consecutive
14,Consecutive
44,Consecutive
48,Consecutive
48,Consecutive
51,Consecutive
36,Consecutive
70,Consecutive
70,Consecutive
46,Consecutive
38,Consecutive
50,Consecutive
64,Consecutive
34,Consecutive
37,Consecutive
36,Consecutive
34,Consecutive
26,Consecutive
48,Consecutive
35,Consecutive
55,Consecutive
65,Consecutive
15,Consecutive
29,Consecutive
54,Consecutive
22,Consecutive
34,Consecutive
50,Consecutive
55,Consecutive
24,Consecutive
23,Consecutive
36,Consecutive
47,Consecutive
56,Consecutive
61,Consecutive
35,Consecutive
110,Consecutive
36,Consecutive
35,Consecutive
55,Consecutive
32,Consecutive
36,Consecutive
15,Consecutive
13,Consecutive
207,Consecutive
29,Consecutive
22,Consecutive
34,Consecutive
50,Consecutive
57,Consecutive
12,Consecutive
28,Consecutive
24,Consecutive
65,Consecutive
34,Consecutive
4,Consecutive
42,Consecutive
23,Consecutive
26,Consecutive
50,Consecutive
36,Consecutive
34,Consecutive
55,Consecutive
65,Consecutive
45,Consecutive
24,Consecutive
67,Consecutive
47,Consecutive
51,Consecutive
44,Consecutive
57,Consecutive
47,Consecutive
55,Consecutive
40,Consecutive
67,Consecutive
25,Consecutive
47,Consecutive
29,Consecutive
120,Consecutive
137,Consecutive
137,Consecutive
37,Consecutive
33,Consecutive
36,Consecutive
52,Consecutive
45,Consecutive
23,Consecutive
26,Consecutive
21,Consecutive
29,Consecutive
30,Consecutive
68,Consecutive
52,Consecutive
36,Consecutive
52,Consecutive
41,Consecutive
26,Consecutive
34,Consecutive
32,Consecutive
25,Consecutive
46,Consecutive
59,Consecutive
27,Consecutive
41,Consecutive
32,Consecutive
32,Consecutive
7,Consecutive
25,Consecutive
31,Consecutive
32,Consecutive
20,Consecutive
7,Consecutive
318,Consecutive
28,Consecutive
74,Consecutive
85,Consecutive
93,Consecutive
120,Consecutive
142,Consecutive
51,Consecutive
365,Consecutive
71,Consecutive
47,Consecutive
25,Consecutive
63,Consecutive
370,Consecutive
84,Consecutive
19,Consecutive
51,Consecutive
49,Consecutive
34,Consecutive
33,Consecutive
32,Consecutive
33,Consecutive
50,Consecutive
40,Consecutive
37,Consecutive
38,Consecutive
64,Consecutive
622,Consecutive
65,Consecutive
49,Consecutive
49,Consecutive
64,Consecutive
31,Consecutive
39,Consecutive
31,Consecutive
31,Consecutive
25,Consecutive
26,Consecutive
21,Consecutive
104,Consecutive
63,Consecutive
5,Consecutive
14,Consecutive
24,Consecutive
16,Consecutive
30,Consecutive
29,Consecutive
41,Consecutive
20,Consecutive
28,Consecutive
18,Consecutive
35,Consecutive
47,Consecutive
29,Consecutive
57,Consecutive
26,Consecutive
43,Consecutive
38,Consecutive
17,Consecutive
21,Consecutive
46,Consecutive
69,Consecutive
117,Consecutive
58,Consecutive
57,Consecutive
60,Consecutive
58,Consecutive
96,Consecutive
63,Consecutive
34,Consecutive
9,Consecutive
92,Consecutive
9,Consecutive
27,Consecutive
46,Consecutive
20,Consecutive
29,Consecutive
24,Consecutive
26,Consecutive
28,Consecutive
45,Consecutive
31,Consecutive
88,Consecutive
83,Consecutive
23,Consecutive
63,Consecutive
126,Consecutive
73,Consecutive
67,Consecutive
69,Consecutive
27,Consecutive
29,Consecutive
27,Consecutive
33,Consecutive
56,Consecutive
32,Consecutive
39,Consecutive
58,Consecutive
37,Consecutive
31,Consecutive
24,Consecutive
42,Consecutive
68,Consecutive
62,Consecutive
39,Consecutive
43,Consecutive
24,Consecutive
31,Consecutive
70,Consecutive
47,Consecutive
24,Consecutive
21,Consecutive
66,Consecutive
54,Consecutive
31,Consecutive
38,Consecutive
27,Consecutive
50,Consecutive
41,Consecutive
75,Consecutive
56,Consecutive
44,Consecutive
58,Consecutive
31,Consecutive
58,Consecutive
63,Consecutive
31,Consecutive
70,Consecutive
80,Consecutive
37,Consecutive
66,Consecutive
44,Consecutive
48,Consecutive
47,Consecutive
47,Consecutive
23,Consecutive
51,Consecutive
55,Consecutive
43,Consecutive
80,Consecutive
51,Consecutive
53,Consecutive
76,Consecutive
76,Consecutive
65,Consecutive
67,Consecutive
54,Consecutive
37,Consecutive
37,Consecutive
23,Consecutive
35,Consecutive
42,Consecutive
25,Consecutive
25,Consecutive
37,Consecutive
24,Consecutive
26,Consecutive
84,Consecutive
83,Consecutive
64,Consecutive
30,Consecutive
26,Consecutive
30,Consecutive
28,Consecutive
28,Consecutive
28,Consecutive
28,Consecutive
28,Consecutive
28,Consecutive
59,Consecutive
28,Consecutive
28,Consecutive
28,Consecutive
29,Consecutive
28,Consecutive
36,Consecutive
37,Consecutive
84,Consecutive
34,Consecutive
50,Consecutive
68,Consecutive
32,Consecutive
25,Consecutive
31,Consecutive
100,Consecutive
55,Consecutive
28,Consecutive
43,Consecutive
23,Consecutive
78,Consecutive
84,Consecutive
28,Consecutive
25,Consecutive
27,Consecutive
43,Consecutive
26,Consecutive
42,Consecutive
42,Consecutive
58,Consecutive
66,Consecutive
38,Consecutive
53,Consecutive
23,Consecutive
31,Consecutive
42,Consecutive
19,Consecutive
39,Consecutive
30,Consecutive
22,Consecutive
43,Consecutive
50,Consecutive
38,Consecutive
39,Consecutive
24,Consecutive
44,Consecutive
270,Consecutive
54,Consecutive
37,Consecutive
38,Consecutive
28,Consecutive
46,Consecutive
33,Consecutive
39,Consecutive
36,Consecutive
70,Consecutive
46,Consecutive
38,Consecutive
35,Consecutive
67,Consecutive
55,Consecutive
36,Consecutive
47,Consecutive
20,Consecutive
154,Consecutive
47,Consecutive
98,Consecutive
43,Consecutive
12,Consecutive
34,Consecutive
62,Consecutive
35,Consecutive
65,Consecutive
51,Consecutive
43,Consecutive
35,Consecutive
38,Consecutive
85,Consecutive
37,Consecutive
36,Consecutive
19,Consecutive
39,Consecutive
48,Consecutive
31,Consecutive
38,Consecutive
39,Consecutive
24,Consecutive
44,Consecutive
32,Consecutive
43,Consecutive
38,Consecutive
37,Consecutive
54,Consecutive
22,Consecutive
70,Consecutive
23,Consecutive
42,Consecutive
30,Consecutive
46,Consecutive
67,Consecutive
36,Consecutive
47,Consecutive
20,Consecutive
72,Consecutive
43,Consecutive
35,Consecutive
64,Consecutive
51,Consecutive
28,Consecutive
43,Consecutive
35,Consecutive
38,Consecutive
55,Consecutive
36,Consecutive
67,Consecutive
108,Consecutive
53,Consecutive
9,Consecutive
31,Consecutive
69,Consecutive
31,Consecutive
43,Consecutive
53,Consecutive
18,Consecutive
111,Consecutive
43,Consecutive
37,Consecutive
53,Consecutive
57,Consecutive
32,Consecutive
34,Consecutive
43,Consecutive
22,Consecutive
31,Consecutive
36,Consecutive
29,Consecutive
45,Consecutive
23,Consecutive
40,Consecutive
39,Consecutive
118,Consecutive
43,Consecutive
55,Consecutive
35,Consecutive
108,Consecutive
47,Consecutive
35,Consecutive
49,Consecutive
40,Consecutive
46,Consecutive
45,Consecutive
36,Consecutive
76,Consecutive
35,Consecutive
39,Consecutive
9,Consecutive
66,Consecutive
37,Consecutive
43,Consecutive
30,Consecutive
53,Consecutive
40,Consecutive
43,Consecutive
41,Consecutive
34,Consecutive
22,Consecutive
51,Consecutive
67,Consecutive
29,Consecutive
20,Consecutive
34,Consecutive
76,Consecutive
123,Consecutive
53,Consecutive
31,Consecutive
36,Consecutive
18,Consecutive
43,Consecutive
30,Consecutive
39,Consecutive
23,Consecutive
50,Consecutive
54,Consecutive
39,Consecutive
107,Consecutive
32,Consecutive
44,Consecutive
36,Consecutive
49,Consecutive
53,Consecutive
22,Consecutive
56,Consecutive
69,Consecutive
61,Consecutive
67,Consecutive
55,Consecutive
42,Consecutive
28,Consecutive
30,Consecutive
38,Consecutive
38,Consecutive
70,Consecutive
39,Consecutive
43,Consecutive
64,Consecutive
51,Consecutive
54,Consecutive
20,Consecutive
54,Consecutive
37,Consecutive
43,Consecutive
38,Consecutive
44,Consecutive
35,Consecutive
36,Consecutive
36,Consecutive
55,Consecutive
31,Consecutive
36,Consecutive
104,Consecutive
217,Consecutive
23,Consecutive
