Length,Category
492,Consecutive
30,Consecutive
83,Consecutive
25,Consecutive
25,Consecutive
46,Consecutive
23,Consecutive
27,Consecutive
54,Consecutive
31,Consecutive
47,Consecutive
30,Consecutive
33,Consecutive
30,Consecutive
39,Consecutive
26,Consecutive
28,Consecutive
55,Consecutive
45,Consecutive
32,Consecutive
42,Consecutive
5,Consecutive
32,Consecutive
39,Consecutive
46,Consecutive
45,Consecutive
48,Consecutive
54,Consecutive
35,Consecutive
42,Consecutive
43,Consecutive
45,Consecutive
38,Consecutive
25,Consecutive
55,Consecutive
34,Consecutive
32,Consecutive
40,Consecutive
38,Consecutive
30,Consecutive
45,Consecutive
31,Consecutive
65,Consecutive
48,Consecutive
25,Consecutive
68,Consecutive
16,Consecutive
39,Consecutive
24,Consecutive
27,Consecutive
92,Consecutive
28,Consecutive
54,Consecutive
1,Consecutive
26,Consecutive
31,Consecutive
34,Consecutive
24,Consecutive
33,Consecutive
22,Consecutive
21,Consecutive
13,Consecutive
48,Consecutive
43,Consecutive
41,Consecutive
39,Consecutive
40,Consecutive
40,Consecutive
24,Consecutive
13,Consecutive
26,Consecutive
25,Consecutive
39,Consecutive
19,Consecutive
30,Consecutive
19,Consecutive
57,Consecutive
50,Consecutive
65,Consecutive
13,Consecutive
152,Consecutive
59,Consecutive
47,Consecutive
56,Consecutive
47,Consecutive
47,Consecutive
37,Consecutive
68,Consecutive
36,Consecutive
57,Consecutive
47,Consecutive
37,Consecutive
43,Consecutive
51,Consecutive
13,Consecutive
44,Consecutive
78,Consecutive
69,Consecutive
39,Consecutive
57,Consecutive
54,Consecutive
31,Consecutive
50,Consecutive
51,Consecutive
43,Consecutive
57,Consecutive
92,Consecutive
60,Consecutive
13,Consecutive
45,Consecutive
53,Consecutive
33,Consecutive
45,Consecutive
44,Consecutive
28,Consecutive
32,Consecutive
56,Consecutive
47,Consecutive
12,Consecutive
35,Consecutive
51,Consecutive
63,Consecutive
40,Consecutive
34,Consecutive
21,Consecutive
55,Consecutive
69,Consecutive
44,Consecutive
33,Consecutive
63,Consecutive
33,Consecutive
35,Consecutive
22,Consecutive
20,Consecutive
22,Consecutive
58,Consecutive
21,Consecutive
44,Consecutive
38,Consecutive
65,Consecutive
57,Consecutive
37,Consecutive
48,Consecutive
16,Consecutive
38,Consecutive
17,Consecutive
3,Consecutive
38,Consecutive
29,Consecutive
43,Consecutive
43,Consecutive
10,Consecutive
42,Consecutive
16,Consecutive
26,Consecutive
29,Consecutive
39,Consecutive
31,Consecutive
40,Consecutive
31,Consecutive
32,Consecutive
42,Consecutive
33,Consecutive
15,Consecutive
60,Consecutive
38,Consecutive
15,Consecutive
53,Consecutive
40,Consecutive
46,Consecutive
40,Consecutive
41,Consecutive
37,Consecutive
54,Consecutive
50,Consecutive
68,Consecutive
39,Consecutive
67,Consecutive
65,Consecutive
48,Consecutive
13,Consecutive
41,Consecutive
65,Consecutive
78,Consecutive
78,Consecutive
46,Consecutive
34,Consecutive
41,Consecutive
18,Consecutive
36,Consecutive
26,Consecutive
49,Consecutive
89,Consecutive
30,Consecutive
31,Consecutive
34,Consecutive
110,Consecutive
57,Consecutive
70,Consecutive
46,Consecutive
42,Consecutive
122,Consecutive
112,Consecutive
28,Consecutive
15,Consecutive
64,Consecutive
36,Consecutive
38,Consecutive
22,Consecutive
21,Consecutive
27,Consecutive
31,Consecutive
35,Consecutive
30,Consecutive
62,Consecutive
42,Consecutive
58,Consecutive
44,Consecutive
75,Consecutive
41,Consecutive
43,Consecutive
1,Consecutive
25,Consecutive
13,Consecutive
43,Consecutive
45,Consecutive
45,Consecutive
49,Consecutive
16,Consecutive
36,Consecutive
24,Consecutive
27,Consecutive
72,Consecutive
40,Consecutive
42,Consecutive
17,Consecutive
56,Consecutive
71,Consecutive
18,Consecutive
13,Consecutive
45,Consecutive
45,Consecutive
45,Consecutive
15,Consecutive
41,Consecutive
29,Consecutive
25,Consecutive
18,Consecutive
67,Consecutive
34,Consecutive
29,Consecutive
27,Consecutive
13,Consecutive
31,Consecutive
26,Consecutive
24,Consecutive
20,Consecutive
47,Consecutive
49,Consecutive
39,Consecutive
40,Consecutive
54,Consecutive
27,Consecutive
62,Consecutive
28,Consecutive
43,Consecutive
59,Consecutive
48,Consecutive
16,Consecutive
62,Consecutive
19,Consecutive
60,Consecutive
54,Consecutive
38,Consecutive
39,Consecutive
87,Consecutive
24,Consecutive
29,Consecutive
53,Consecutive
52,Consecutive
23,Consecutive
7,Consecutive
7,Consecutive
7,Consecutive
7,Consecutive
8,Consecutive
7,Consecutive
7,Consecutive
7,Consecutive
7,Consecutive
8,Consecutive
7,Consecutive
5,Consecutive
7,Consecutive
8,Consecutive
7,Consecutive
7,Consecutive
7,Consecutive
7,Consecutive
7,Consecutive
5,Consecutive
7,Consecutive
44,Consecutive
53,Consecutive
204,Consecutive
63,Consecutive
53,Consecutive
63,Consecutive
366,Consecutive
260,Consecutive
16,Consecutive
46,Consecutive
49,Consecutive
60,Consecutive
53,Consecutive
23,Consecutive
51,Consecutive
48,Consecutive
42,Consecutive
47,Consecutive
34,Consecutive
63,Consecutive
56,Consecutive
32,Consecutive
48,Consecutive
44,Consecutive
16,Consecutive
31,Consecutive
26,Consecutive
32,Consecutive
31,Consecutive
23,Consecutive
60,Consecutive
63,Consecutive
28,Consecutive
53,Consecutive
35,Consecutive
58,Consecutive
28,Consecutive
49,Consecutive
32,Consecutive
34,Consecutive
45,Consecutive
25,Consecutive
60,Consecutive
24,Consecutive
25,Consecutive
40,Consecutive
55,Consecutive
46,Consecutive
29,Consecutive
21,Consecutive
60,Consecutive
50,Consecutive
39,Consecutive
22,Consecutive
3,Consecutive
50,Consecutive
182,Consecutive
23,Consecutive
33,Consecutive
36,Consecutive
57,Consecutive
85,Consecutive
23,Consecutive
47,Consecutive
26,Consecutive
29,Consecutive
75,Consecutive
63,Consecutive
12,Consecutive
48,Consecutive
23,Consecutive
28,Consecutive
28,Consecutive
41,Consecutive
1035,Consecutive
80,Consecutive
48,Consecutive
19,Consecutive
65,Consecutive
66,Consecutive
3,Consecutive
27,Consecutive
19,Consecutive
58,Consecutive
35,Consecutive
53,Consecutive
64,Consecutive
29,Consecutive
95,Consecutive
58,Consecutive
33,Consecutive
57,Consecutive
29,Consecutive
205,Consecutive
64,Consecutive
18,Consecutive
50,Consecutive
44,Consecutive
57,Consecutive
830,Consecutive
45,Consecutive
64,Consecutive
65,Consecutive
39,Consecutive
22,Consecutive
68,Consecutive
26,Consecutive
4,Consecutive
40,Consecutive
28,Consecutive
23,Consecutive
38,Consecutive
28,Consecutive
21,Consecutive
51,Consecutive
52,Consecutive
37,Consecutive
29,Consecutive
28,Consecutive
51,Consecutive
30,Consecutive
42,Consecutive
54,Consecutive
50,Consecutive
37,Consecutive
45,Consecutive
45,Consecutive
25,Consecutive
47,Consecutive
54,Consecutive
61,Consecutive
35,Consecutive
31,Consecutive
36,Consecutive
47,Consecutive
49,Consecutive
124,Consecutive
50,Consecutive
34,Consecutive
32,Consecutive
1,Consecutive
33,Consecutive
38,Consecutive
45,Consecutive
25,Consecutive
24,Consecutive
39,Consecutive
36,Consecutive
35,Consecutive
35,Consecutive
38,Consecutive
67,Consecutive
34,Consecutive
51,Consecutive
50,Consecutive
46,Consecutive
33,Consecutive
31,Consecutive
68,Consecutive
43,Consecutive
52,Consecutive
56,Consecutive
34,Consecutive
31,Consecutive
24,Consecutive
29,Consecutive
59,Consecutive
27,Consecutive
27,Consecutive
39,Consecutive
27,Consecutive
41,Consecutive
30,Consecutive
43,Consecutive
30,Consecutive
33,Consecutive
74,Consecutive
58,Consecutive
12,Consecutive
31,Consecutive
63,Consecutive
34,Consecutive
29,Consecutive
12,Consecutive
22,Consecutive
19,Consecutive
27,Consecutive
39,Consecutive
29,Consecutive
53,Consecutive
23,Consecutive
56,Consecutive
40,Consecutive
70,Consecutive
53,Consecutive
26,Consecutive
25,Consecutive
55,Consecutive
35,Consecutive
32,Consecutive
53,Consecutive
40,Consecutive
54,Consecutive
61,Consecutive
41,Consecutive
37,Consecutive
53,Consecutive
53,Consecutive
65,Consecutive
52,Consecutive
107,Consecutive
60,Consecutive
46,Consecutive
51,Consecutive
38,Consecutive
162,Consecutive
57,Consecutive
34,Consecutive
119,Consecutive
40,Consecutive
37,Consecutive
61,Consecutive
65,Consecutive
22,Consecutive
69,Consecutive
40,Consecutive
26,Consecutive
53,Consecutive
23,Consecutive
29,Consecutive
26,Consecutive
91,Consecutive
51,Consecutive
55,Consecutive
55,Consecutive
40,Consecutive
41,Consecutive
327,Consecutive
11,Consecutive
43,Consecutive
42,Consecutive
7,Consecutive
36,Consecutive
30,Consecutive
40,Consecutive
40,Consecutive
37,Consecutive
21,Consecutive
47,Consecutive
36,Consecutive
38,Consecutive
32,Consecutive
36,Consecutive
33,Consecutive
23,Consecutive
61,Consecutive
20,Consecutive
48,Consecutive
29,Consecutive
46,Consecutive
54,Consecutive
55,Consecutive
48,Consecutive
36,Consecutive
44,Consecutive
75,Consecutive
50,Consecutive
71,Consecutive
30,Consecutive
37,Consecutive
47,Consecutive
28,Consecutive
70,Consecutive
23,Consecutive
28,Consecutive
55,Consecutive
78,Consecutive
34,Consecutive
24,Consecutive
55,Consecutive
30,Consecutive
56,Consecutive
795,Consecutive
5,Consecutive
57,Consecutive
45,Consecutive
45,Consecutive
67,Consecutive
67,Consecutive
32,Consecutive
48,Consecutive
18,Consecutive
32,Consecutive
53,Consecutive
44,Consecutive
39,Consecutive
46,Consecutive
64,Consecutive
43,Consecutive
32,Consecutive
28,Consecutive
39,Consecutive
19,Consecutive
37,Consecutive
7,Consecutive
38,Consecutive
46,Consecutive
41,Consecutive
21,Consecutive
25,Consecutive
139,Consecutive
38,Consecutive
32,Consecutive
47,Consecutive
76,Consecutive
47,Consecutive
36,Consecutive
42,Consecutive
46,Consecutive
82,Consecutive
44,Consecutive
40,Consecutive
19,Consecutive
41,Consecutive
69,Consecutive
36,Consecutive
54,Consecutive
35,Consecutive
38,Consecutive
38,Consecutive
9,Consecutive
20,Consecutive
20,Consecutive
45,Consecutive
52,Consecutive
15,Consecutive
131,Consecutive
33,Consecutive
65,Consecutive
134,Consecutive
127,Consecutive
49,Consecutive
43,Consecutive
40,Consecutive
29,Consecutive
66,Consecutive
42,Consecutive
36,Consecutive
55,Consecutive
32,Consecutive
33,Consecutive
42,Consecutive
50,Consecutive
33,Consecutive
31,Consecutive
46,Consecutive
35,Consecutive
43,Consecutive
21,Consecutive
44,Consecutive
46,Consecutive
60,Consecutive
54,Consecutive
61,Consecutive
43,Consecutive
58,Consecutive
60,Consecutive
40,Consecutive
40,Consecutive
55,Consecutive
48,Consecutive
48,Consecutive
50,Consecutive
28,Consecutive
31,Consecutive
62,Consecutive
48,Consecutive
41,Consecutive
46,Consecutive
25,Consecutive
30,Consecutive
28,Consecutive
50,Consecutive
37,Consecutive
22,Consecutive
21,Consecutive
12,Consecutive
96,Consecutive
101,Consecutive
44,Consecutive
30,Consecutive
59,Consecutive
57,Consecutive
44,Consecutive
27,Consecutive
57,Consecutive
65,Consecutive
37,Consecutive
53,Consecutive
45,Consecutive
47,Consecutive
60,Consecutive
51,Consecutive
37,Consecutive
73,Consecutive
37,Consecutive
40,Consecutive
46,Consecutive
53,Consecutive
104,Consecutive
34,Consecutive
17,Consecutive
10,Consecutive
20,Consecutive
11,Consecutive
18,Consecutive
42,Consecutive
64,Consecutive
42,Consecutive
31,Consecutive
43,Consecutive
22,Consecutive
19,Consecutive
32,Consecutive
24,Consecutive
27,Consecutive
34,Consecutive
41,Consecutive
24,Consecutive
16,Consecutive
68,Consecutive
40,Consecutive
306,Consecutive
16,Consecutive
65,Consecutive
35,Consecutive
46,Consecutive
72,Consecutive
101,Consecutive
39,Consecutive
26,Consecutive
35,Consecutive
71,Consecutive
49,Consecutive
32,Consecutive
51,Consecutive
46,Consecutive
53,Consecutive
55,Consecutive
30,Consecutive
29,Consecutive
38,Consecutive
35,Consecutive
27,Consecutive
59,Consecutive
43,Consecutive
151,Consecutive
72,Consecutive
16,Consecutive
31,Consecutive
59,Consecutive
46,Consecutive
35,Consecutive
72,Consecutive
21,Consecutive
94,Consecutive
48,Consecutive
30,Consecutive
29,Consecutive
23,Consecutive
46,Consecutive
20,Consecutive
26,Consecutive
48,Consecutive
23,Consecutive
41,Consecutive
27,Consecutive
40,Consecutive
32,Consecutive
85,Consecutive
32,Consecutive
32,Consecutive
15,Consecutive
35,Consecutive
56,Consecutive
47,Consecutive
101,Consecutive
39,Consecutive
24,Consecutive
37,Consecutive
27,Consecutive
37,Consecutive
28,Consecutive
54,Consecutive
69,Consecutive
56,Consecutive
33,Consecutive
23,Consecutive
61,Consecutive
22,Consecutive
32,Consecutive
27,Consecutive
56,Consecutive
40,Consecutive
52,Consecutive
25,Consecutive
44,Consecutive
41,Consecutive
28,Consecutive
39,Consecutive
39,Consecutive
38,Consecutive
43,Consecutive
53,Consecutive
18,Consecutive
18,Consecutive
36,Consecutive
61,Consecutive
30,Consecutive
8,Consecutive
23,Consecutive
24,Consecutive
5,Consecutive
32,Consecutive
6,Consecutive
37,Consecutive
15,Consecutive
37,Consecutive
20,Consecutive
29,Consecutive
28,Consecutive
61,Consecutive
41,Consecutive
17,Consecutive
23,Consecutive
107,Consecutive
53,Consecutive
25,Consecutive
38,Consecutive
23,Consecutive
67,Consecutive
53,Consecutive
81,Consecutive
81,Consecutive
19,Consecutive
30,Consecutive
45,Consecutive
48,Consecutive
27,Consecutive
61,Consecutive
79,Consecutive
34,Consecutive
29,Consecutive
52,Consecutive
26,Consecutive
39,Consecutive
36,Consecutive
59,Consecutive
59,Consecutive
26,Consecutive
48,Consecutive
52,Consecutive
14,Consecutive
28,Consecutive
13,Consecutive
56,Consecutive
50,Consecutive
38,Consecutive
41,Consecutive
18,Consecutive
35,Consecutive
47,Consecutive
32,Consecutive
36,Consecutive
30,Consecutive
54,Consecutive
71,Consecutive
32,Consecutive
105,Consecutive
60,Consecutive
42,Consecutive
324,Consecutive
38,Consecutive
34,Consecutive
30,Consecutive
57,Consecutive
8,Consecutive
27,Consecutive
20,Consecutive
30,Consecutive
92,Consecutive
74,Consecutive
29,Consecutive
50,Consecutive
238,Consecutive
56,Consecutive
9,Consecutive
30,Consecutive
54,Consecutive
41,Consecutive
53,Consecutive
19,Consecutive
19,Consecutive
39,Consecutive
27,Consecutive
34,Consecutive
35,Consecutive
32,Consecutive
21,Consecutive
26,Consecutive
73,Consecutive
82,Consecutive
39,Consecutive
31,Consecutive
56,Consecutive
51,Consecutive
25,Consecutive
17,Consecutive
34,Consecutive
70,Consecutive
21,Consecutive
30,Consecutive
63,Consecutive
41,Consecutive
38,Consecutive
45,Consecutive
36,Consecutive
34,Consecutive
76,Consecutive
45,Consecutive
78,Consecutive
52,Consecutive
74,Consecutive
36,Consecutive
41,Consecutive
17,Consecutive
42,Consecutive
53,Consecutive
47,Consecutive
71,Consecutive
24,Consecutive
49,Consecutive
35,Consecutive
32,Consecutive
60,Consecutive
54,Consecutive
32,Consecutive
39,Consecutive
45,Consecutive
44,Consecutive
204,Consecutive
43,Consecutive
43,Consecutive
39,Consecutive
18,Consecutive
17,Consecutive
101,Consecutive
99,Consecutive
95,Consecutive
12,Consecutive
18,Consecutive
12,Consecutive
22,Consecutive
31,Consecutive
80,Consecutive
76,Consecutive
36,Consecutive
30,Consecutive
50,Consecutive
34,Consecutive
32,Consecutive
46,Consecutive
36,Consecutive
26,Consecutive
33,Consecutive
62,Consecutive
39,Consecutive
16,Consecutive
27,Consecutive
72,Consecutive
48,Consecutive
42,Consecutive
53,Consecutive
70,Consecutive
34,Consecutive
32,Consecutive
21,Consecutive
68,Consecutive
48,Consecutive
31,Consecutive
35,Consecutive
34,Consecutive
55,Consecutive
37,Consecutive
38,Consecutive
41,Consecutive
30,Consecutive
18,Consecutive
23,Consecutive
43,Consecutive
42,Consecutive
43,Consecutive
16,Consecutive
43,Consecutive
27,Consecutive
43,Consecutive
32,Consecutive
21,Consecutive
43,Consecutive
43,Consecutive
43,Consecutive
43,Consecutive
27,Consecutive
24,Consecutive
24,Consecutive
43,Consecutive
43,Consecutive
22,Consecutive
43,Consecutive
21,Consecutive
43,Consecutive
32,Consecutive
43,Consecutive
29,Consecutive
28,Consecutive
11,Consecutive
17,Consecutive
100,Consecutive
95,Consecutive
52,Consecutive
21,Consecutive
21,Consecutive
25,Consecutive
25,Consecutive
56,Consecutive
37,Consecutive
28,Consecutive
46,Consecutive
31,Consecutive
22,Consecutive
33,Consecutive
31,Consecutive
27,Consecutive
51,Consecutive
46,Consecutive
46,Consecutive
50,Consecutive
45,Consecutive
36,Consecutive
19,Consecutive
39,Consecutive
17,Consecutive
101,Consecutive
99,Consecutive
101,Consecutive
95,Consecutive
26,Consecutive
12,Consecutive
28,Consecutive
50,Consecutive
24,Consecutive
38,Consecutive
27,Consecutive
76,Consecutive
21,Consecutive
28,Consecutive
49,Consecutive
9,Consecutive
54,Consecutive
54,Consecutive
42,Consecutive
50,Consecutive
36,Consecutive
32,Consecutive
239,Consecutive
220,Consecutive
133,Consecutive
70,Consecutive
53,Consecutive
55,Consecutive
33,Consecutive
58,Consecutive
43,Consecutive
18,Consecutive
26,Consecutive
5,Consecutive
32,Consecutive
26,Consecutive
53,Consecutive
28,Consecutive
29,Consecutive
41,Consecutive
35,Consecutive
31,Consecutive
19,Consecutive
52,Consecutive
38,Consecutive
169,Consecutive
58,Consecutive
48,Consecutive
35,Consecutive
70,Consecutive
20,Consecutive
26,Consecutive
73,Consecutive
68,Consecutive
26,Consecutive
24,Consecutive
25,Consecutive
41,Consecutive
37,Consecutive
50,Consecutive
30,Consecutive
113,Consecutive
29,Consecutive
25,Consecutive
43,Consecutive
45,Consecutive
61,Consecutive
58,Consecutive
30,Consecutive
25,Consecutive
32,Consecutive
47,Consecutive
40,Consecutive
41,Consecutive
35,Consecutive
18,Consecutive
32,Consecutive
1,Consecutive
53,Consecutive
51,Consecutive
47,Consecutive
47,Consecutive
63,Consecutive
3,Consecutive
64,Consecutive
50,Consecutive
47,Consecutive
60,Consecutive
60,Consecutive
105,Consecutive
39,Consecutive
13,Consecutive
22,Consecutive
40,Consecutive
20,Consecutive
28,Consecutive
62,Consecutive
39,Consecutive
17,Consecutive
33,Consecutive
26,Consecutive
26,Consecutive
42,Consecutive
60,Consecutive
10,Consecutive
30,Consecutive
29,Consecutive
27,Consecutive
49,Consecutive
30,Consecutive
29,Consecutive
50,Consecutive
36,Consecutive
49,Consecutive
96,Consecutive
70,Consecutive
66,Consecutive
37,Consecutive
58,Consecutive
34,Consecutive
115,Consecutive
41,Consecutive
65,Consecutive
65,Consecutive
58,Consecutive
83,Consecutive
49,Consecutive
8,Consecutive
8,Consecutive
77,Consecutive
32,Consecutive
139,Consecutive
35,Consecutive
22,Consecutive
44,Consecutive
77,Consecutive
7,Consecutive
71,Consecutive
107,Consecutive
280,Consecutive
68,Consecutive
48,Consecutive
36,Consecutive
192,Consecutive
28,Consecutive
33,Consecutive
39,Consecutive
43,Consecutive
97,Consecutive
95,Consecutive
56,Consecutive
47,Consecutive
89,Consecutive
24,Consecutive
52,Consecutive
41,Consecutive
41,Consecutive
38,Consecutive
41,Consecutive
77,Consecutive
82,Consecutive
79,Consecutive
61,Consecutive
42,Consecutive
60,Consecutive
53,Consecutive
19,Consecutive
45,Consecutive
31,Consecutive
28,Consecutive
3,Consecutive
18,Consecutive
55,Consecutive
46,Consecutive
35,Consecutive
30,Consecutive
48,Consecutive
17,Consecutive
57,Consecutive
40,Consecutive
45,Consecutive
31,Consecutive
57,Consecutive
36,Consecutive
65,Consecutive
18,Consecutive
61,Consecutive
36,Consecutive
18,Consecutive
47,Consecutive
27,Consecutive
27,Consecutive
45,Consecutive
35,Consecutive
66,Consecutive
58,Consecutive
32,Consecutive
39,Consecutive
27,Consecutive
66,Consecutive
47,Consecutive
37,Consecutive
43,Consecutive
60,Consecutive
47,Consecutive
13,Consecutive
116,Consecutive
9,Consecutive
7,Consecutive
102,Consecutive
9,Consecutive
9,Consecutive
9,Consecutive
67,Consecutive
116,Consecutive
9,Consecutive
9,Consecutive
7,Consecutive
74,Consecutive
94,Consecutive
116,Consecutive
82,Consecutive
99,Consecutive
45,Consecutive
91,Consecutive
17,Consecutive
91,Consecutive
46,Consecutive
12,Consecutive
64,Consecutive
52,Consecutive
98,Consecutive
42,Consecutive
45,Consecutive
39,Consecutive
67,Consecutive
50,Consecutive
58,Consecutive
42,Consecutive
33,Consecutive
29,Consecutive
26,Consecutive
58,Consecutive
39,Consecutive
27,Consecutive
55,Consecutive
12,Consecutive
35,Consecutive
37,Consecutive
44,Consecutive
49,Consecutive
61,Consecutive
50,Consecutive
33,Consecutive
28,Consecutive
60,Consecutive
18,Consecutive
42,Consecutive
37,Consecutive
58,Consecutive
23,Consecutive
42,Consecutive
49,Consecutive
66,Consecutive
47,Consecutive
35,Consecutive
91,Consecutive
53,Consecutive
42,Consecutive
19,Consecutive
19,Consecutive
81,Consecutive
76,Consecutive
65,Consecutive
40,Consecutive
59,Consecutive
69,Consecutive
31,Consecutive
36,Consecutive
37,Consecutive
49,Consecutive
30,Consecutive
64,Consecutive
47,Consecutive
39,Consecutive
17,Consecutive
28,Consecutive
49,Consecutive
15,Consecutive
39,Consecutive
25,Consecutive
21,Consecutive
38,Consecutive
25,Consecutive
51,Consecutive
18,Consecutive
30,Consecutive
10,Consecutive
28,Consecutive
37,Consecutive
21,Consecutive
37,Consecutive
63,Consecutive
32,Consecutive
24,Consecutive
28,Consecutive
106,Consecutive
89,Consecutive
30,Consecutive
21,Consecutive
23,Consecutive
29,Consecutive
46,Consecutive
56,Consecutive
6,Consecutive
13,Consecutive
13,Consecutive
38,Consecutive
44,Consecutive
31,Consecutive
10,Consecutive
27,Consecutive
26,Consecutive
15,Consecutive
37,Consecutive
18,Consecutive
76,Consecutive
26,Consecutive
46,Consecutive
26,Consecutive
40,Consecutive
21,Consecutive
35,Consecutive
40,Consecutive
62,Consecutive
53,Consecutive
46,Consecutive
80,Consecutive
74,Consecutive
46,Consecutive
38,Consecutive
45,Consecutive
57,Consecutive
38,Consecutive
18,Consecutive
63,Consecutive
44,Consecutive
21,Consecutive
48,Consecutive
21,Consecutive
70,Consecutive
34,Consecutive
1,Consecutive
74,Consecutive
48,Consecutive
34,Consecutive
52,Consecutive
51,Consecutive
20,Consecutive
60,Consecutive
85,Consecutive
72,Consecutive
216,Consecutive
97,Consecutive
49,Consecutive
25,Consecutive
22,Consecutive
56,Consecutive
75,Consecutive
199,Consecutive
29,Consecutive
155,Consecutive
38,Consecutive
65,Consecutive
76,Consecutive
83,Consecutive
55,Consecutive
52,Consecutive
48,Consecutive
49,Consecutive
41,Consecutive
52,Consecutive
16,Consecutive
71,Consecutive
23,Consecutive
31,Consecutive
19,Consecutive
20,Consecutive
20,Consecutive
35,Consecutive
20,Consecutive
28,Consecutive
24,Consecutive
39,Consecutive
14,Consecutive
33,Consecutive
23,Consecutive
14,Consecutive
27,Consecutive
19,Consecutive
59,Consecutive
51,Consecutive
44,Consecutive
26,Consecutive
16,Consecutive
15,Consecutive
20,Consecutive
54,Consecutive
35,Consecutive
25,Consecutive
19,Consecutive
58,Consecutive
19,Consecutive
27,Consecutive
39,Consecutive
21,Consecutive
21,Consecutive
30,Consecutive
37,Consecutive
31,Consecutive
20,Consecutive
28,Consecutive
28,Consecutive
16,Consecutive
16,Consecutive
19,Consecutive
26,Consecutive
14,Consecutive
21,Consecutive
24,Consecutive
14,Consecutive
3,Consecutive
39,Consecutive
99,Consecutive
35,Consecutive
48,Consecutive
47,Consecutive
48,Consecutive
42,Consecutive
48,Consecutive
22,Consecutive
27,Consecutive
16,Consecutive
872,Consecutive
19,Consecutive
34,Consecutive
41,Consecutive
40,Consecutive
45,Consecutive
45,Consecutive
52,Consecutive
46,Consecutive
56,Consecutive
57,Consecutive
65,Consecutive
48,Consecutive
41,Consecutive
42,Consecutive
116,Consecutive
48,Consecutive
32,Consecutive
29,Consecutive
54,Consecutive
35,Consecutive
32,Consecutive
52,Consecutive
11,Consecutive
32,Consecutive
36,Consecutive
31,Consecutive
46,Consecutive
46,Consecutive
49,Consecutive
45,Consecutive
69,Consecutive
64,Consecutive
62,Consecutive
34,Consecutive
52,Consecutive
48,Consecutive
51,Consecutive
32,Consecutive
65,Consecutive
70,Consecutive
40,Consecutive
30,Consecutive
30,Consecutive
40,Consecutive
26,Consecutive
18,Consecutive
33,Consecutive
21,Consecutive
36,Consecutive
43,Consecutive
31,Consecutive
60,Consecutive
79,Consecutive
51,Consecutive
55,Consecutive
42,Consecutive
12,Consecutive
51,Consecutive
9,Consecutive
22,Consecutive
36,Consecutive
22,Consecutive
49,Consecutive
49,Consecutive
33,Consecutive
43,Consecutive
20,Consecutive
15,Consecutive
16,Consecutive
1501,Consecutive
39,Consecutive
17,Consecutive
52,Consecutive
88,Consecutive
29,Consecutive
42,Consecutive
192,Consecutive
26,Consecutive
50,Consecutive
40,Consecutive
24,Consecutive
53,Consecutive
41,Consecutive
38,Consecutive
35,Consecutive
71,Consecutive
45,Consecutive
64,Consecutive
91,Consecutive
62,Consecutive
60,Consecutive
45,Consecutive
52,Consecutive
27,Consecutive
14,Consecutive
48,Consecutive
50,Consecutive
14,Consecutive
21,Consecutive
32,Consecutive
52,Consecutive
31,Consecutive
79,Consecutive
65,Consecutive
41,Consecutive
52,Consecutive
59,Consecutive
40,Consecutive
52,Consecutive
416,Consecutive
55,Consecutive
69,Consecutive
48,Consecutive
48,Consecutive
99,Consecutive
25,Consecutive
20,Consecutive
29,Consecutive
28,Consecutive
32,Consecutive
21,Consecutive
118,Consecutive
58,Consecutive
65,Consecutive
5,Consecutive
35,Consecutive
21,Consecutive
65,Consecutive
51,Consecutive
40,Consecutive
47,Consecutive
25,Consecutive
13,Consecutive
38,Consecutive
64,Consecutive
34,Consecutive
79,Consecutive
54,Consecutive
60,Consecutive
67,Consecutive
19,Consecutive
23,Consecutive
99,Consecutive
24,Consecutive
63,Consecutive
31,Consecutive
37,Consecutive
49,Consecutive
43,Consecutive
41,Consecutive
42,Consecutive
50,Consecutive
24,Consecutive
9,Consecutive
58,Consecutive
24,Consecutive
37,Consecutive
66,Consecutive
34,Consecutive
15,Consecutive
54,Consecutive
50,Consecutive
39,Consecutive
39,Consecutive
26,Consecutive
39,Consecutive
21,Consecutive
44,Consecutive
12,Consecutive
37,Consecutive
35,Consecutive
13,Consecutive
45,Consecutive
66,Consecutive
21,Consecutive
52,Consecutive
182,Consecutive
173,Consecutive
46,Consecutive
188,Consecutive
35,Consecutive
90,Consecutive
18,Consecutive
52,Consecutive
38,Consecutive
58,Consecutive
34,Consecutive
144,Consecutive
127,Consecutive
43,Consecutive
80,Consecutive
38,Consecutive
88,Consecutive
46,Consecutive
60,Consecutive
2,Consecutive
28,Consecutive
35,Consecutive
47,Consecutive
13,Consecutive
20,Consecutive
48,Consecutive
40,Consecutive
44,Consecutive
34,Consecutive
55,Consecutive
64,Consecutive
33,Consecutive
78,Consecutive
21,Consecutive
55,Consecutive
120,Consecutive
34,Consecutive
41,Consecutive
59,Consecutive
38,Consecutive
41,Consecutive
45,Consecutive
53,Consecutive
37,Consecutive
36,Consecutive
56,Consecutive
48,Consecutive
31,Consecutive
52,Consecutive
23,Consecutive
27,Consecutive
18,Consecutive
34,Consecutive
21,Consecutive
25,Consecutive
15,Consecutive
34,Consecutive
51,Consecutive
23,Consecutive
37,Consecutive
42,Consecutive
46,Consecutive
58,Consecutive
39,Consecutive
37,Consecutive
32,Consecutive
26,Consecutive
13,Consecutive
30,Consecutive
49,Consecutive
13,Consecutive
28,Consecutive
15,Consecutive
28,Consecutive
36,Consecutive
