ExonType	WEFRange	Junction	OccurenceRange	OccureneceTotal	OccureneceFreq	cumulativeCount	cumulativeFreq
cons_cons	0_0.25	EE	0_0.1	1	0.018	1	0.018
cons_cons	0_0.25	EE	0.101_0.2	6	0.107	7	0.125
cons_cons	0_0.25	EE	0.201_0.3	8	0.143	15	0.268
cons_cons	0_0.25	EE	0.301_0.4	16	0.286	31	0.554
cons_cons	0_0.25	EE	0.401_0.5	5	0.089	36	0.643
cons_cons	0_0.25	EE	0.501_0.6	0	0.0	36	0.643
cons_cons	0_0.25	EE	0.601_0.7	6	0.107	42	0.75
cons_cons	0_0.25	EE	0.701_0.8	1	0.018	43	0.768
cons_cons	0_0.25	EE	0.801_0.9	0	0.0	43	0.768
cons_cons	0_0.25	EE	0.901_1.0	13	0.232	56	1.0
cons_cons	0_0.25	HH	0_0.1	1	0.007	1	0.007
cons_cons	0_0.25	HH	0.101_0.2	7	0.049	8	0.056
cons_cons	0_0.25	HH	0.201_0.3	10	0.07	18	0.127
cons_cons	0_0.25	HH	0.301_0.4	23	0.162	41	0.289
cons_cons	0_0.25	HH	0.401_0.5	6	0.042	47	0.331
cons_cons	0_0.25	HH	0.501_0.6	5	0.035	52	0.366
cons_cons	0_0.25	HH	0.601_0.7	16	0.113	68	0.479
cons_cons	0_0.25	HH	0.701_0.8	10	0.07	78	0.549
cons_cons	0_0.25	HH	0.801_0.9	2	0.014	80	0.563
cons_cons	0_0.25	HH	0.901_1.0	62	0.437	142	1.0
alt_alt	0_0.25	EE	0_0.1	3	0.022	3	0.022
alt_alt	0_0.25	EE	0.101_0.2	13	0.096	16	0.118
alt_alt	0_0.25	EE	0.201_0.3	14	0.103	30	0.221
alt_alt	0_0.25	EE	0.301_0.4	35	0.257	65	0.478
alt_alt	0_0.25	EE	0.401_0.5	9	0.066	74	0.544
alt_alt	0_0.25	EE	0.501_0.6	8	0.059	82	0.603
alt_alt	0_0.25	EE	0.601_0.7	16	0.118	98	0.721
alt_alt	0_0.25	EE	0.701_0.8	4	0.029	102	0.75
alt_alt	0_0.25	EE	0.801_0.9	2	0.015	104	0.765
alt_alt	0_0.25	EE	0.901_1.0	32	0.235	136	1.0
alt_alt	0_0.25	CC	0_0.1	5	0.005	5	0.005
alt_alt	0_0.25	CC	0.101_0.2	32	0.035	37	0.04
alt_alt	0_0.25	CC	0.201_0.3	29	0.032	66	0.072
alt_alt	0_0.25	CC	0.301_0.4	99	0.108	165	0.18
alt_alt	0_0.25	CC	0.401_0.5	50	0.055	215	0.234
alt_alt	0_0.25	CC	0.501_0.6	23	0.025	238	0.26
alt_alt	0_0.25	CC	0.601_0.7	99	0.108	337	0.368
alt_alt	0_0.25	CC	0.701_0.8	49	0.053	386	0.421
alt_alt	0_0.25	CC	0.801_0.9	17	0.019	403	0.439
alt_alt	0_0.25	CC	0.901_1.0	514	0.561	917	1.0
alt_alt	0_0.25	HH	0_0.1	2	0.005	2	0.005
alt_alt	0_0.25	HH	0.101_0.2	22	0.052	24	0.057
alt_alt	0_0.25	HH	0.201_0.3	26	0.061	50	0.118
