SSType,Total,Freq
BB,73,0.003
BE,250,0.011
BX,269,0.012
BZ,9,0.0
EB,348,0.015
EE,10585,0.469
EX,3603,0.16
EZ,288,0.013
XB,323,0.014
XE,3302,0.146
XX,2829,0.125
XZ,127,0.006
ZZ,570,0.025
