SSType,Total,Freq
BB,287,0.003
BE,290,0.003
BX,968,0.009
EB,280,0.002
EE,69480,0.614
EX,11368,0.1
XB,979,0.009
XE,11389,0.101
XX,14637,0.129
ZE,6,0.0
ZX,12,0.0
ZZ,3461,0.031
