ExonType	WEFRange	Junction	OccurenceRange	OccureneceTotal	OccureneceFreq	cumulativeCount	cumulativeFreq
cons_cons	0_0.25	EE	0_0.1	10	0.909	10	0.909
cons_cons	0_0.25	EE	0.101_0.2	0	0.0	10	0.909
cons_cons	0_0.25	EE	0.201_0.3	0	0.0	10	0.909
cons_cons	0_0.25	EE	0.301_0.4	0	0.0	10	0.909
cons_cons	0_0.25	EE	0.401_0.5	0	0.0	10	0.909
cons_cons	0_0.25	EE	0.501_0.6	0	0.0	10	0.909
cons_cons	0_0.25	EE	0.601_0.7	0	0.0	10	0.909
cons_cons	0_0.25	EE	0.701_0.8	0	0.0	10	0.909
cons_cons	0_0.25	EE	0.801_0.9	0	0.0	10	0.909
cons_cons	0_0.25	EE	0.901_1.0	1	0.091	11	1.0
cons_cons	0.25_0.5	EE	0_0.1	159	0.914	159	0.914
cons_cons	0.25_0.5	EE	0.101_0.2	0	0.0	159	0.914
cons_cons	0.25_0.5	EE	0.201_0.3	0	0.0	159	0.914
cons_cons	0.25_0.5	EE	0.301_0.4	0	0.0	159	0.914
cons_cons	0.25_0.5	EE	0.401_0.5	0	0.0	159	0.914
cons_cons	0.25_0.5	EE	0.501_0.6	0	0.0	159	0.914
cons_cons	0.25_0.5	EE	0.601_0.7	0	0.0	159	0.914
cons_cons	0.25_0.5	EE	0.701_0.8	0	0.0	159	0.914
cons_cons	0.25_0.5	EE	0.801_0.9	0	0.0	159	0.914
cons_cons	0.25_0.5	EE	0.901_1.0	15	0.086	174	1.0
cons_cons	0.25_0.5	BB	0_0.1	11	0.917	11	0.917
cons_cons	0.25_0.5	BB	0.101_0.2	0	0.0	11	0.917
cons_cons	0.25_0.5	BB	0.201_0.3	0	0.0	11	0.917
cons_cons	0.25_0.5	BB	0.301_0.4	0	0.0	11	0.917
cons_cons	0.25_0.5	BB	0.401_0.5	0	0.0	11	0.917
cons_cons	0.25_0.5	BB	0.501_0.6	0	0.0	11	0.917
cons_cons	0.25_0.5	BB	0.601_0.7	0	0.0	11	0.917
cons_cons	0.25_0.5	BB	0.701_0.8	0	0.0	11	0.917
cons_cons	0.25_0.5	BB	0.801_0.9	0	0.0	11	0.917
cons_cons	0.25_0.5	BB	0.901_1.0	1	0.083	12	1.0
cons_cons	0.75_1.01	EE	0_0.1	6398	0.957	6398	0.957
cons_cons	0.75_1.01	EE	0.101_0.2	0	0.0	6398	0.957
cons_cons	0.75_1.01	EE	0.201_0.3	0	0.0	6398	0.957
cons_cons	0.75_1.01	EE	0.301_0.4	0	0.0	6398	0.957
cons_cons	0.75_1.01	EE	0.401_0.5	0	0.0	6398	0.957
cons_cons	0.75_1.01	EE	0.501_0.6	0	0.0	6398	0.957
cons_cons	0.75_1.01	EE	0.601_0.7	0	0.0	6398	0.957
cons_cons	0.75_1.01	EE	0.701_0.8	0	0.0	6398	0.957
cons_cons	0.75_1.01	EE	0.801_0.9	0	0.0	6398	0.957
cons_cons	0.75_1.01	EE	0.901_1.0	284	0.043	6682	1.0
cons_cons	0.75_1.01	BB	0_0.1	346	0.972	346	0.972
cons_cons	0.75_1.01	BB	0.101_0.2	0	0.0	346	0.972
cons_cons	0.75_1.01	BB	0.201_0.3	0	0.0	346	0.972
cons_cons	0.75_1.01	BB	0.301_0.4	0	0.0	346	0.972
cons_cons	0.75_1.01	BB	0.401_0.5	0	0.0	346	0.972
cons_cons	0.75_1.01	BB	0.501_0.6	0	0.0	346	0.972
cons_cons	0.75_1.01	BB	0.601_0.7	0	0.0	346	0.972
cons_cons	0.75_1.01	BB	0.701_0.8	0	0.0	346	0.972
cons_cons	0.75_1.01	BB	0.801_0.9	0	0.0	346	0.972
cons_cons	0.75_1.01	BB	0.901_1.0	10	0.028	356	1.0
cons_cons	0.5_0.75	EE	0_0.1	600	0.898	600	0.898
cons_cons	0.5_0.75	EE	0.101_0.2	0	0.0	600	0.898
cons_cons	0.5_0.75	EE	0.201_0.3	0	0.0	600	0.898
cons_cons	0.5_0.75	EE	0.301_0.4	0	0.0	600	0.898
cons_cons	0.5_0.75	EE	0.401_0.5	0	0.0	600	0.898
cons_cons	0.5_0.75	EE	0.501_0.6	0	0.0	600	0.898
cons_cons	0.5_0.75	EE	0.601_0.7	0	0.0	600	0.898
cons_cons	0.5_0.75	EE	0.701_0.8	0	0.0	600	0.898
cons_cons	0.5_0.75	EE	0.801_0.9	0	0.0	600	0.898
cons_cons	0.5_0.75	EE	0.901_1.0	68	0.102	668	1.0
cons_cons	0.5_0.75	BB	0_0.1	29	0.829	29	0.829
cons_cons	0.5_0.75	BB	0.101_0.2	0	0.0	29	0.829
cons_cons	0.5_0.75	BB	0.201_0.3	0	0.0	29	0.829
cons_cons	0.5_0.75	BB	0.301_0.4	0	0.0	29	0.829
cons_cons	0.5_0.75	BB	0.401_0.5	0	0.0	29	0.829
cons_cons	0.5_0.75	BB	0.501_0.6	0	0.0	29	0.829
cons_cons	0.5_0.75	BB	0.601_0.7	0	0.0	29	0.829
cons_cons	0.5_0.75	BB	0.701_0.8	0	0.0	29	0.829
cons_cons	0.5_0.75	BB	0.801_0.9	0	0.0	29	0.829
cons_cons	0.5_0.75	BB	0.901_1.0	6	0.171	35	1.0
alt_alt	0_0.25	EE	0_0.1	98	0.961	98	0.961
alt_alt	0_0.25	EE	0.101_0.2	0	0.0	98	0.961
alt_alt	0_0.25	EE	0.201_0.3	0	0.0	98	0.961
alt_alt	0_0.25	EE	0.301_0.4	0	0.0	98	0.961
alt_alt	0_0.25	EE	0.401_0.5	0	0.0	98	0.961
alt_alt	0_0.25	EE	0.501_0.6	0	0.0	98	0.961
alt_alt	0_0.25	EE	0.601_0.7	0	0.0	98	0.961
alt_alt	0_0.25	EE	0.701_0.8	0	0.0	98	0.961
alt_alt	0_0.25	EE	0.801_0.9	0	0.0	98	0.961
alt_alt	0_0.25	EE	0.901_1.0	4	0.039	102	1.0
alt_alt	0_0.25	BB	0_0.1	4	1.0	4	1.0
alt_alt	0_0.25	BB	0.101_0.2	0	0.0	4	1.0
alt_alt	0_0.25	BB	0.201_0.3	0	0.0	4	1.0
alt_alt	0_0.25	BB	0.301_0.4	0	0.0	4	1.0
alt_alt	0_0.25	BB	0.401_0.5	0	0.0	4	1.0
alt_alt	0_0.25	BB	0.501_0.6	0	0.0	4	1.0
alt_alt	0_0.25	BB	0.601_0.7	0	0.0	4	1.0
alt_alt	0_0.25	BB	0.701_0.8	0	0.0	4	1.0
alt_alt	0_0.25	BB	0.801_0.9	0	0.0	4	1.0
alt_alt	0_0.25	BB	0.901_1.0	0	0.0	4	1.0
alt_alt	0.5_0.75	EE	0_0.1	1399	0.95	1399	0.95
alt_alt	0.5_0.75	EE	0.101_0.2	0	0.0	1399	0.95
alt_alt	0.5_0.75	EE	0.201_0.3	0	0.0	1399	0.95
alt_alt	0.5_0.75	EE	0.301_0.4	0	0.0	1399	0.95
alt_alt	0.5_0.75	EE	0.401_0.5	0	0.0	1399	0.95
alt_alt	0.5_0.75	EE	0.501_0.6	0	0.0	1399	0.95
alt_alt	0.5_0.75	EE	0.601_0.7	0	0.0	1399	0.95
alt_alt	0.5_0.75	EE	0.701_0.8	0	0.0	1399	0.95
alt_alt	0.5_0.75	EE	0.801_0.9	0	0.0	1399	0.95
alt_alt	0.5_0.75	EE	0.901_1.0	74	0.05	1473	1.0
alt_alt	0.5_0.75	BB	0_0.1	74	0.987	74	0.987
alt_alt	0.5_0.75	BB	0.101_0.2	0	0.0	74	0.987
alt_alt	0.5_0.75	BB	0.201_0.3	0	0.0	74	0.987
alt_alt	0.5_0.75	BB	0.301_0.4	0	0.0	74	0.987
alt_alt	0.5_0.75	BB	0.401_0.5	0	0.0	74	0.987
alt_alt	0.5_0.75	BB	0.501_0.6	0	0.0	74	0.987
alt_alt	0.5_0.75	BB	0.601_0.7	0	0.0	74	0.987
alt_alt	0.5_0.75	BB	0.701_0.8	0	0.0	74	0.987
alt_alt	0.5_0.75	BB	0.801_0.9	0	0.0	74	0.987
alt_alt	0.5_0.75	BB	0.901_1.0	1	0.013	75	1.0
alt_alt	0.75_1.01	EE	0_0.1	1242	0.977	1242	0.977
alt_alt	0.75_1.01	EE	0.101_0.2	0	0.0	1242	0.977
alt_alt	0.75_1.01	EE	0.201_0.3	0	0.0	1242	0.977
alt_alt	0.75_1.01	EE	0.301_0.4	0	0.0	1242	0.977
alt_alt	0.75_1.01	EE	0.401_0.5	0	0.0	1242	0.977
alt_alt	0.75_1.01	EE	0.501_0.6	0	0.0	1242	0.977
alt_alt	0.75_1.01	EE	0.601_0.7	0	0.0	1242	0.977
alt_alt	0.75_1.01	EE	0.701_0.8	0	0.0	1242	0.977
alt_alt	0.75_1.01	EE	0.801_0.9	0	0.0	1242	0.977
alt_alt	0.75_1.01	EE	0.901_1.0	29	0.023	1271	1.0
alt_alt	0.75_1.01	BB	0_0.1	73	0.986	73	0.986
alt_alt	0.75_1.01	BB	0.101_0.2	0	0.0	73	0.986
alt_alt	0.75_1.01	BB	0.201_0.3	0	0.0	73	0.986
alt_alt	0.75_1.01	BB	0.301_0.4	0	0.0	73	0.986
alt_alt	0.75_1.01	BB	0.401_0.5	0	0.0	73	0.986
alt_alt	0.75_1.01	BB	0.501_0.6	0	0.0	73	0.986
alt_alt	0.75_1.01	BB	0.601_0.7	0	0.0	73	0.986
alt_alt	0.75_1.01	BB	0.701_0.8	0	0.0	73	0.986
alt_alt	0.75_1.01	BB	0.801_0.9	0	0.0	73	0.986
alt_alt	0.75_1.01	BB	0.901_1.0	1	0.014	74	1.0
alt_alt	0.25_0.5	EE	0_0.1	824	0.917	824	0.917
alt_alt	0.25_0.5	EE	0.101_0.2	0	0.0	824	0.917
alt_alt	0.25_0.5	EE	0.201_0.3	0	0.0	824	0.917
alt_alt	0.25_0.5	EE	0.301_0.4	0	0.0	824	0.917
alt_alt	0.25_0.5	EE	0.401_0.5	0	0.0	824	0.917
alt_alt	0.25_0.5	EE	0.501_0.6	0	0.0	824	0.917
alt_alt	0.25_0.5	EE	0.601_0.7	0	0.0	824	0.917
alt_alt	0.25_0.5	EE	0.701_0.8	0	0.0	824	0.917
alt_alt	0.25_0.5	EE	0.801_0.9	0	0.0	824	0.917
alt_alt	0.25_0.5	EE	0.901_1.0	75	0.083	899	1.0
alt_alt	0.25_0.5	BB	0_0.1	41	0.976	41	0.976
alt_alt	0.25_0.5	BB	0.101_0.2	0	0.0	41	0.976
alt_alt	0.25_0.5	BB	0.201_0.3	0	0.0	41	0.976
alt_alt	0.25_0.5	BB	0.301_0.4	0	0.0	41	0.976
alt_alt	0.25_0.5	BB	0.401_0.5	0	0.0	41	0.976
alt_alt	0.25_0.5	BB	0.501_0.6	0	0.0	41	0.976
alt_alt	0.25_0.5	BB	0.601_0.7	0	0.0	41	0.976
alt_alt	0.25_0.5	BB	0.701_0.8	0	0.0	41	0.976
alt_alt	0.25_0.5	BB	0.801_0.9	0	0.0	41	0.976
alt_alt	0.25_0.5	BB	0.901_1.0	1	0.024	42	1.0
cons_alt	0_0.25	EE	0_0.1	51	0.895	51	0.895
cons_alt	0_0.25	EE	0.101_0.2	0	0.0	51	0.895
cons_alt	0_0.25	EE	0.201_0.3	0	0.0	51	0.895
cons_alt	0_0.25	EE	0.301_0.4	0	0.0	51	0.895
cons_alt	0_0.25	EE	0.401_0.5	0	0.0	51	0.895
cons_alt	0_0.25	EE	0.501_0.6	0	0.0	51	0.895
cons_alt	0_0.25	EE	0.601_0.7	0	0.0	51	0.895
cons_alt	0_0.25	EE	0.701_0.8	0	0.0	51	0.895
cons_alt	0_0.25	EE	0.801_0.9	0	0.0	51	0.895
cons_alt	0_0.25	EE	0.901_1.0	6	0.105	57	1.0
cons_alt	0_0.25	BB	0_0.1	2	1.0	2	1.0
cons_alt	0_0.25	BB	0.101_0.2	0	0.0	2	1.0
