Exons,Category,Type
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
1,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
0,MajorlyConst,UTR
