position
0.1
0.9
0.87
1.0
1.0
1.0
0.45
1.0
0.77
0.79
0.15
0.82
0.56
0.52
0.31
0.32
0.34
0.23
0.53
0.33
1.0
0.18
0.14
0.19
1.0
0.82
0.75
0.8
0.74
1.0
0.73
0.27
0.25
0.24
0.12
0.62
0.64
0.97
0.43
0.55
0.59
1.0
0.27
0.44
1.0
0.98
1.0
0.08
0.09
0.15
0.14
0.06
0.16
0.75
0.71
0.07
0.09
0.74
0.74
0.74
1.0
1.0
0.74
0.09
0.25
1.0
1.0
0.61
1.0
1.0
0.75
1.0
1.0
0.7
1.0
0.65
0.69
0.64
0.06
1.0
0.28
0.28
0.29
0.26
0.27
0.13
0.71
0.93
0.65
0.46
0.17
0.2
1.0
1.0
1.0
0.2
0.74
0.69
0.68
0.75
0.2
0.24
0.22
1.0
1.0
1.0
0.18
1.0
0.89
1.0
0.82
0.77
1.0
1.0
1.0
1.0
1.0
0.87
0.9
0.15
0.09
0.1
0.49
1.0
0.36
0.23
0.18
1.0
1.0
1.0
0.81
0.79
1.0
0.77
0.4
0.84
0.97
1.0
1.0
0.59
0.55
0.55
0.33
1.0
1.0
0.89
0.91
0.81
0.53
0.56
0.5
1.0
0.52
0.35
0.91
0.95
0.18
0.25
0.93
1.0
1.0
0.32
0.15
0.31
0.81
0.25
0.75
0.32
0.2
0.14
0.15
0.1
1.0
0.33
1.0
1.0
0.7
1.0
0.55
0.99
0.98
1.0
1.0
1.0
0.45
0.96
1.0
1.0
0.68
0.64
0.58
0.67
0.61
1.0
0.25
0.29
0.08
1.0
0.55
0.64
0.6
0.52
0.63
0.07
0.08
1.0
0.02
1.0
0.49
1.0
0.42
0.76
0.37
0.83
0.82
0.8
0.35
0.88
0.05
0.9
0.07
1.0
1.0
1.0
0.85
1.0
1.0
0.06
0.09
0.07
0.57
0.55
0.48
0.36
0.4
0.3
0.29
0.35
0.33
0.31
0.8
0.47
1.0
0.24
0.44
0.39
0.18
1.0
0.31
0.6
0.81
0.86
0.61
0.77
0.8
1.0
0.48
0.77
0.52
0.49
0.44
0.19
0.46
0.41
0.17
0.69
0.74
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.45
0.46
0.99
1.0
1.0
0.19
0.17
1.0
1.0
0.65
0.63
0.24
0.22
0.4
1.0
1.0
0.86
0.76
0.84
0.89
0.98
1.0
0.32
0.35
0.94
1.0
0.4
0.31
0.35
0.33
1.0
0.24
0.07
0.31
0.5
0.57
1.0
0.14
1.0
0.17
0.95
0.18
0.96
0.86
0.83
1.0
0.47
0.98
0.98
0.23
0.88
0.95
1.0
0.1
1.0
1.0
0.48
0.37
0.23
0.33
0.67
0.86
0.05
0.36
1.0
0.63
0.61
1.0
0.58
0.64
0.66
0.42
0.4
0.48
0.92
0.94
1.0
1.0
1.0
1.0
1.0
0.96
1.0
0.77
0.9
1.0
1.0
0.02
0.13
1.0
0.27
0.37
0.06
1.0
1.0
1.0
0.47
0.94
0.95
0.93
0.56
0.54
0.39
0.87
1.0
0.4
0.52
0.05
0.36
0.35
0.38
0.25
0.38
1.0
1.0
1.0
1.0
1.0
1.0
0.71
0.56
0.74
1.0
1.0
0.57
0.21
0.56
0.38
0.81
0.16
1.0
0.46
0.16
1.0
1.0
0.58
0.82
0.97
0.91
0.98
0.99
0.84
0.56
0.73
1.0
0.49
0.28
0.8
0.78
0.77
1.0
1.0
1.0
0.72
0.92
1.0
1.0
1.0
1.0
1.0
0.5
0.43
0.12
1.0
0.77
0.42
1.0
0.63
1.0
0.81
0.96
0.99
0.83
1.0
1.0
0.05
0.39
0.35
0.33
0.4
0.2
0.19
0.36
0.9
0.27
0.4
0.13
0.24
1.0
0.85
1.0
1.0
1.0
1.0
0.96
0.94
0.99
1.0
0.93
0.96
0.95
0.43
0.37
1.0
1.0
0.23
1.0
1.0
0.14
0.11
0.13
0.12
0.1
1.0
0.3
0.29
0.21
0.1
0.21
0.22
0.37
0.36
0.22
0.15
1.0
1.0
0.96
1.0
0.96
0.86
1.0
0.54
0.79
0.41
0.92
1.0
0.24
1.0
0.59
1.0
1.0
1.0
0.1
0.09
0.99
0.67
1.0
1.0
1.0
1.0
1.0
1.0
0.34
1.0
1.0
1.0
0.67
1.0
1.0
1.0
1.0
1.0
0.91
1.0
0.84
1.0
1.0
0.32
0.64
0.63
1.0
1.0
0.44
0.48
0.42
0.35
0.46
0.41
0.39
0.23
0.43
0.34
0.07
0.59
0.4
0.89
1.0
0.58
0.59
1.0
0.87
0.86
1.0
0.95
0.41
0.38
0.43
0.02
1.0
1.0
1.0
1.0
0.19
0.32
0.2
0.39
0.46
0.44
0.43
0.44
0.92
0.05
0.04
0.36
1.0
1.0
1.0
1.0
1.0
0.9
0.45
0.13
0.39
0.93
0.41
1.0
0.12
0.15
0.18
0.21
0.14
1.0
0.98
0.28
1.0
0.98
1.0
0.44
0.4
0.55
0.65
0.61
0.55
0.52
0.42
0.51
0.5
0.41
1.0
0.48
0.47
0.24
0.45
0.46
1.0
0.01
1.0
0.95
0.29
0.32
1.0
0.96
0.97
0.99
0.98
1.0
1.0
0.21
0.04
0.95
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.71
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.38
1.0
0.02
1.0
1.0
1.0
0.16
0.23
0.21
0.01
0.2
0.22
1.0
0.32
0.96
0.98
0.97
1.0
0.97
1.0
0.19
0.18
0.38
0.4
0.04
1.0
0.04
1.0
0.67
1.0
1.0
0.08
1.0
0.43
0.51
0.49
0.13
0.46
0.44
0.68
1.0
1.0
1.0
1.0
1.0
0.14
0.13
0.99
0.98
1.0
0.39
0.57
0.57
0.82
0.53
0.32
0.83
0.45
0.96
1.0
0.44
0.46
1.0
0.79
0.8
0.64
0.82
0.83
0.26
0.34
0.41
1.0
0.88
1.0
0.31
1.0
1.0
0.18
0.87
1.0
0.87
0.34
0.32
0.95
0.16
1.0
1.0
1.0
0.49
0.57
1.0
1.0
0.7
0.51
0.77
0.86
0.84
0.79
1.0
1.0
1.0
1.0
1.0
0.94
1.0
0.68
0.91
0.75
0.78
1.0
0.96
0.97
1.0
0.04
1.0
0.29
1.0
1.0
0.2
0.42
0.4
1.0
1.0
1.0
0.78
0.76
0.52
1.0
1.0
1.0
1.0
0.15
0.17
0.99
0.15
1.0
0.26
0.84
0.83
0.34
1.0
0.37
0.24
0.99
1.0
1.0
0.74
0.37
0.25
0.09
1.0
1.0
0.52
0.16
0.11
0.82
0.02
1.0
0.53
0.54
0.44
0.79
0.43
0.13
0.57
0.47
0.08
0.13
0.95
0.96
0.06
1.0
0.33
0.81
0.64
0.57
1.0
1.0
0.97
1.0
1.0
0.22
0.87
1.0
0.01
1.0
1.0
1.0
0.02
0.11
0.56
0.47
0.48
0.4
0.21
0.22
1.0
1.0
0.92
1.0
1.0
0.97
0.21
0.37
0.36
0.71
0.35
0.25
0.9
0.98
0.91
0.89
0.94
1.0
0.36
0.33
0.46
0.4
0.47
0.86
1.0
0.84
0.66
0.64
0.2
0.22
0.51
0.34
0.38
0.23
0.27
0.57
0.6
1.0
1.0
0.37
0.45
0.43
0.36
0.55
0.37
0.41
1.0
0.63
0.56
0.21
0.46
0.33
0.69
0.31
1.0
1.0
1.0
0.88
0.86
1.0
1.0
0.07
0.19
0.26
0.36
0.97
0.42
0.33
0.92
1.0
0.1
0.05
0.08
0.04
1.0
1.0
1.0
0.87
0.86
1.0
0.54
0.64
0.62
0.48
1.0
1.0
0.98
0.8
0.64
0.55
1.0
0.98
0.68
0.42
0.08
0.0
0.74
1.0
0.92
0.94
1.0
0.06
0.08
0.07
1.0
0.13
1.0
0.91
0.16
1.0
1.0
1.0
0.1
1.0
0.69
1.0
1.0
1.0
0.99
0.06
1.0
1.0
0.95
0.96
1.0
1.0
1.0
0.02
0.58
0.37
1.0
0.31
1.0
0.11
0.53
0.42
1.0
1.0
1.0
1.0
0.43
0.99
0.57
0.56
0.28
0.16
1.0
0.42
0.48
0.21
0.16
1.0
1.0
0.45
0.45
0.79
0.99
0.28
0.89
0.25
0.84
0.47
0.28
1.0
0.67
0.56
0.63
0.39
0.31
0.42
0.49
1.0
0.76
0.82
1.0
1.0
1.0
0.65
0.55
0.53
0.66
0.45
0.52
0.19
0.26
0.22
0.23
0.28
0.51
1.0
0.18
0.14
0.13
1.0
0.3
0.43
0.33
0.25
0.66
0.1
0.65
1.0
1.0
1.0
1.0
0.06
0.07
1.0
0.98
0.02
0.08
0.06
0.75
0.84
0.81
0.74
0.83
0.66
0.97
0.86
0.06
1.0
0.97
0.46
0.43
1.0
0.78
0.8
0.82
0.97
0.81
0.79
0.93
1.0
0.99
0.95
0.99
1.0
0.15
0.16
0.05
0.3
0.33
1.0
0.34
0.85
1.0
1.0
1.0
0.13
1.0
1.0
0.92
0.78
0.92
0.77
0.67
0.85
0.63
0.77
0.6
0.86
0.67
0.9
1.0
0.97
1.0
0.72
0.71
0.64
0.83
0.63
1.0
0.74
1.0
0.75
0.79
0.32
0.29
0.97
0.09
0.39
0.2
0.37
0.19
1.0
1.0
0.04
0.32
0.55
0.51
0.26
1.0
1.0
1.0
1.0
1.0
0.97
1.0
1.0
0.97
0.2
0.54
0.54
0.66
1.0
1.0
0.4
0.52
0.92
0.53
0.61
0.55
0.36
0.42
0.42
0.5
0.59
0.79
0.55
0.58
0.61
1.0
0.37
0.38
0.67
0.7
0.56
0.39
0.64
1.0
1.0
0.95
1.0
1.0
0.6
0.28
0.53
0.54
0.25
1.0
1.0
0.91
1.0
1.0
1.0
1.0
0.16
0.36
0.83
0.94
0.95
0.09
1.0
0.16
0.84
1.0
0.09
0.21
0.34
0.58
0.45
0.8
0.64
1.0
1.0
1.0
0.86
1.0
0.85
0.89
0.87
0.22
0.6
0.43
0.26
0.21
0.66
0.68
0.76
0.36
0.44
0.15
1.0
1.0
0.25
0.1
0.24
0.27
0.15
0.21
0.09
0.94
0.68
0.6
0.8
0.82
0.74
1.0
0.97
0.98
0.48
0.85
1.0
0.16
0.1
0.12
0.24
1.0
1.0
1.0
1.0
