SSType,Total,Freq
CC,11036,0.458
CE,236,0.01
CH,221,0.009
CX,964,0.04
EC,268,0.011
EE,1715,0.071
EH,6,0.0
EX,542,0.022
HC,217,0.009
HH,6509,0.27
HX,444,0.018
XC,908,0.038
XE,490,0.02
XH,419,0.017
XX,142,0.006
