SSType,Total,Freq
CC,5696,0.451
CE,135,0.011
CH,139,0.011
CX,529,0.042
EC,125,0.01
EE,950,0.075
EH,1,0.0
EX,242,0.019
HC,118,0.009
HH,3330,0.264
HX,275,0.022
XC,484,0.038
XE,275,0.022
XH,261,0.021
XX,74,0.006
