position
0.95
0.07
1.0
0.92
0.24
0.1
0.98
1.0
0.09
0.01
0.89
0.97
0.99
0.97
0.97
0.0
0.07
0.08
0.23
0.14
0.18
0.13
0.14
0.16
0.24
0.02
0.03
0.03
0.93
0.45
0.47
0.89
0.02
0.99
0.87
0.78
0.84
0.83
0.67
0.7
0.02
0.46
0.97
0.18
0.99
0.04
0.48
0.36
0.12
0.03
0.97
0.85
0.67
0.74
0.71
0.76
0.81
0.81
0.72
0.98
0.01
0.01
0.11
0.81
0.97
0.98
0.92
0.12
0.98
0.03
0.07
0.99
0.02
0.92
0.09
0.96
0.05
0.91
0.01
0.01
0.0
0.46
0.8
0.98
0.55
0.95
0.89
0.82
0.03
0.98
0.23
0.98
0.08
0.06
0.99
0.84
0.16
0.72
0.97
0.13
0.12
0.79
0.81
0.99
0.04
0.02
0.5
0.03
0.85
0.36
0.07
0.99
0.11
0.86
0.13
0.91
0.93
0.02
0.93
0.91
0.97
0.02
0.96
0.97
0.01
0.22
0.21
0.29
0.52
0.54
0.28
0.75
0.86
0.04
0.68
0.7
0.46
0.15
0.67
0.01
0.18
0.42
0.1
0.0
0.99
0.92
0.9
0.93
0.67
0.15
0.61
0.57
0.84
0.01
0.07
0.93
0.02
0.02
0.01
0.01
0.09
0.02
0.08
0.77
0.91
0.99
0.91
0.0
0.99
0.99
0.77
0.23
0.5
0.98
0.71
0.82
0.83
0.97
0.96
0.92
0.82
0.94
0.43
0.1
0.88
0.94
0.0
0.95
0.88
0.97
0.01
0.0
0.0
0.01
0.96
0.96
0.94
0.98
0.8
