Position_affected,Total,Freq
0.0,5,0.002
0.001,5,0.002
0.002,5,0.002
0.003,5,0.002
0.004,5,0.002
0.005,5,0.002
0.006,5,0.002
0.007,5,0.002
0.008,5,0.002
0.009000000000000001,5,0.002
0.01,14,0.005
0.011,14,0.005
0.012,14,0.005
0.013000000000000001,14,0.005
0.014,14,0.005
0.015,14,0.005
0.016,14,0.005
0.017,14,0.005
0.018000000000000002,14,0.005
0.019,14,0.005
0.02,32,0.012
0.021,32,0.012
0.022,32,0.012
0.023,32,0.012
0.024,32,0.012
0.025,32,0.012
0.026000000000000002,32,0.012
0.027,32,0.012
0.028,32,0.012
0.029,32,0.012
0.03,39,0.014
0.031,39,0.014
0.032,39,0.014
0.033,39,0.014
0.034,39,0.014
0.035,39,0.014
0.036000000000000004,39,0.014
0.037,39,0.014
0.038,39,0.014
0.039,39,0.014
0.04,59,0.021
0.041,59,0.021
0.042,59,0.021
0.043000000000000003,59,0.021
0.044,59,0.021
0.045,59,0.021
0.046,59,0.021
0.047,59,0.021
0.048,59,0.021
0.049,59,0.021
0.05,78,0.028
0.051000000000000004,78,0.028
0.052000000000000005,78,0.028
0.053,78,0.028
0.054,78,0.028
0.055,78,0.028
0.056,78,0.028
0.057,78,0.028
0.058,78,0.028
0.059000000000000004,78,0.028
0.06,101,0.037
0.061,101,0.037
0.062,101,0.037
0.063,101,0.037
0.064,101,0.037
0.065,101,0.037
0.066,101,0.037
0.067,101,0.037
0.068,101,0.037
0.069,101,0.037
0.07,124,0.045
0.07100000000000001,124,0.045
0.07200000000000001,124,0.045
0.073,124,0.045
0.074,124,0.045
0.075,124,0.045
0.076,124,0.045
0.077,124,0.045
0.078,124,0.045
0.079,124,0.045
0.08,142,0.052
0.081,142,0.052
0.082,142,0.052
0.083,142,0.052
0.084,142,0.052
0.085,142,0.052
0.08600000000000001,142,0.052
0.08700000000000001,142,0.052
0.088,142,0.052
0.089,142,0.052
0.09,168,0.061
0.091,168,0.061
0.092,168,0.061
0.093,168,0.061
0.094,168,0.061
0.095,168,0.061
0.096,168,0.061
0.097,168,0.061
0.098,168,0.061
0.099,168,0.061
0.1,194,0.07
0.101,194,0.07
0.10200000000000001,194,0.07
0.10300000000000001,194,0.07
0.10400000000000001,194,0.07
0.105,194,0.07
0.106,194,0.07
0.107,194,0.07
0.108,194,0.07
0.109,194,0.07
0.11,207,0.075
0.111,207,0.075
0.112,207,0.075
0.113,207,0.075
0.114,207,0.075
0.115,207,0.075
0.116,207,0.075
0.117,207,0.075
0.11800000000000001,207,0.075
0.11900000000000001,207,0.075
0.12,220,0.08
0.121,220,0.08
0.122,220,0.08
0.123,220,0.08
0.124,220,0.08
0.125,220,0.08
0.126,220,0.08
0.127,220,0.08
0.128,220,0.08
0.129,220,0.08
0.13,240,0.087
0.131,240,0.087
0.132,240,0.087
0.133,240,0.087
0.134,240,0.087
0.135,240,0.087
0.136,240,0.087
0.137,240,0.087
0.138,240,0.087
0.139,240,0.087
0.14,259,0.094
0.14100000000000001,259,0.094
0.14200000000000002,259,0.094
0.14300000000000002,259,0.094
0.14400000000000002,259,0.094
0.145,259,0.094
0.146,259,0.094
0.147,259,0.094
0.148,259,0.094
0.149,259,0.094
0.15,284,0.103
0.151,284,0.103
0.152,284,0.103
0.153,284,0.103
0.154,284,0.103
0.155,284,0.103
0.156,284,0.103
0.157,284,0.103
0.158,284,0.103
0.159,284,0.103
0.16,302,0.11
0.161,302,0.11
0.162,302,0.11
0.163,302,0.11
0.164,302,0.11
0.165,302,0.11
0.166,302,0.11
0.167,302,0.11
0.168,302,0.11
0.169,302,0.11
0.17,319,0.116
0.171,319,0.116
0.17200000000000001,319,0.116
