Length,Type
-38,N
-4,N
-6,N
3,N
-99,N
23,N
-25,N
-25,N
75,N
75,N
5,N
5,N
5,N
5,N
5,N
-7,N
-24,N
-20,N
-20,N
-20,N
5,N
5,N
5,N
5,N
5,N
5,N
5,N
-9,N
-18,N
-22,N
-22,N
-58,N
-29,N
-39,N
-136,N
39,N
39,N
-7,N
-24,N
-11,N
-9,N
-9,N
3,N
3,N
3,N
-3,N
-35,N
122,N
48,N
-28,N
-9,N
-4,N
-4,N
62,N
62,N
-26,N
62,N
-26,N
-26,N
-18,N
-31,N
-11,N
18,N
-93,N
-59,N
-59,N
-93,N
-93,N
15,N
-47,N
42,N
-37,N
-44,N
-11,N
12,N
5,N
13,N
5,N
24,N
-7,N
-11,N
-43,N
-14,N
-21,N
-4,N
28,N
28,N
28,N
-25,N
-25,N
-25,N
-33,N
-13,N
-16,N
-40,N
-40,N
-40,N
-46,N
-46,N
-7,N
-33,N
-33,N
-42,N
-41,N
23,N
17,N
-8,N
-5,N
-15,N
-24,N
36,N
208,N
208,N
-24,N
-17,N
-32,N
-24,N
-63,N
-13,N
-66,N
-66,N
33,N
-32,N
-14,N
-5,N
-5,N
-5,N
-40,N
51,N
-29,N
-29,N
-10,N
-29,N
-6,N
-6,N
17,N
17,N
17,N
-5,N
-5,N
41,N
15,N
15,N
5,N
13,N
95,N
21,N
95,N
-43,N
-6,N
-6,N
-4,N
-34,N
-34,N
-45,N
-59,N
-25,N
22,N
22,N
-21,N
27,N
5,N
5,N
5,N
-23,N
-50,N
-13,N
-45,N
-328,N
-355,N
-11,N
-7,N
-7,N
19,N
7,N
7,N
19,N
-7,N
-7,N
-17,N
-17,N
12,N
12,N
-7,N
6,N
6,N
-13,N
-13,N
-48,N
-48,N
-58,N
-58,N
-58,N
-47,N
-53,N
-15,N
-31,N
-276,N
125,N
-7,N
-6,N
-6,N
-6,N
24,N
24,N
24,N
-15,N
-18,N
-59,N
-106,N
-6,N
-60,N
-62,N
-4,N
9,N
-28,N
10,N
10,N
10,N
-11,N
7,N
7,N
-41,N
-8,N
-45,N
12,N
-4,N
-12,N
53,N
-193,N
-10,N
21,N
21,N
21,N
-9,N
-15,N
-31,N
136,N
-53,N
-47,N
12,N
-60,N
12,N
-79,N
-11,N
-20,N
-11,N
16,N
16,N
-15,N
27,N
-5,N
-13,N
-13,N
-81,N
-81,N
4,N
5,N
5,N
5,N
5,N
54,N
-76,N
15,N
38,N
-40,N
-28,N
13,N
13,N
15,N
15,N
15,N
15,N
92,N
8,N
8,N
8,N
8,N
-9,N
-11,N
9,N
-10,N
-33,N
-286,N
-36,N
-3,N
-3,N
-799,N
-105,N
-62,N
23,N
23,N
-13,N
-13,N
8,N
8,N
-70,N
-44,N
16,N
7,N
4,N
-66,N
4,N
-45,N
200,N
-66,N
-31,N
-19,N
-66,N
-9,N
33,N
4,N
-11,N
-427,N
-21,N
-21,N
-19,N
26,N
26,N
92,N
-32,N
28,N
17,N
33,N
-4,N
-4,N
31,N
-4,N
33,N
28,N
33,N
-6,N
-24,N
-24,N
-564,N
22,N
22,N
22,N
-129,N
-32,N
-3,N
-3,N
-3,N
-301,N
56,N
99,N
12,N
-81,N
-71,N
-21,N
-11,N
6,N
6,N
6,N
6,N
6,N
7,N
-50,N
84,N
-25,N
-34,N
-14,N
-13,N
-25,N
13,N
13,N
23,N
23,N
-5,N
89,N
-3,N
33,N
33,N
-44,N
-44,N
-30,N
-30,N
6,N
-6,N
4,N
-61,N
-17,N
6,N
6,N
-17,N
6,N
-67,N
-21,N
-21,N
-21,N
-21,N
-79,N
-20,N
-40,N
-40,N
-5,N
-5,N
-5,N
-24,N
44,N
52,N
-115,N
-36,N
49,N
7,N
7,N
-8,N
-8,N
8,N
-80,N
-66,N
-66,N
200,N
4,N
4,N
4,N
4,N
-11,N
-11,N
37,N
-11,N
-11,N
-27,N
-11,N
-11,N
-17,N
31,N
7,N
-63,N
-8,N
-8,N
-8,N
-8,N
-8,N
-8,N
-4,N
10,N
10,N
10,N
-27,N
-10,N
-24,N
-35,N
-17,N
-24,N
-3,N
-8,N
-41,N
-28,N
8,N
-23,N
17,N
61,N
-30,N
-7,N
30,N
81,N
8,N
-18,N
-37,N
-25,N
-8,N
35,N
18,N
-8,N
-6,N
-15,N
-6,N
-15,N
-24,N
23,N
-24,N
-24,N
10,N
-11,N
-31,N
8,N
8,N
8,N
8,N
-31,N
-136,N
28,N
32,N
32,N
113,N
22,N
5,N
13,N
66,N
-15,N
94,N
-5,N
-5,N
-14,N
-94,N
59,N
-27,N
-17,N
-17,N
-20,N
-260,N
-34,N
-10,N
-20,N
-10,N
-8,N
-70,N
-70,N
-12,N
-12,N
-15,N
20,N
-12,N
-30,N
-18,N
-27,N
-27,N
-62,N
-27,N
-27,N
-27,N
-27,N
-20,N
8,N
8,N
8,N
8,N
7,N
-165,N
6,N
6,N
6,N
6,N
133,N
40,N
-33,N
4,N
29,N
57,N
-13,N
-24,N
-24,N
-6,N
-6,N
-6,N
-23,N
5,N
5,N
-48,N
-1051,N
14,N
8,N
-67,N
-67,N
-67,N
70,N
-29,N
-7,N
53,N
21,N
164,N
15,N
15,N
63,N
-19,N
-4,N
-97,N
20,N
-4,N
20,N
42,N
42,N
42,N
-46,N
-15,N
-16,N
5,N
5,N
5,N
5,N
-40,N
-54,N
7,N
7,N
7,N
7,N
7,N
-184,N
11,N
11,N
11,N
11,N
-204,N
-4,N
-4,N
-4,N
-4,N
5,N
-16,N
-22,N
-14,N
-12,N
5,N
-28,N
-27,N
12,N
-10,N
-34,N
28,N
88,N
5,N
4,N
-24,N
4,N
-38,N
4,N
25,N
-29,N
-11,N
-76,N
-4,N
-11,N
-3,N
-9,N
-11,N
-5,N
-5,N
-19,N
-34,N
-16,N
11,N
-14,N
-20,N
-20,N
14,N
46,N
-5,N
-19,N
-6,N
11,N
-9,N
7,N
-3,N
-8,N
-8,N
-8,N
-8,N
11,N
11,N
-8,N
11,N
-8,N
-8,N
11,N
11,N
41,N
-8,N
13,N
-40,N
-17,N
-17,N
-17,N
10,N
-23,N
54,N
-3,N
-13,N
19,N
19,N
19,N
15,N
51,N
9,N
8,N
7,N
8,N
9,N
8,N
39,N
-4,N
39,N
39,N
39,N
-37,N
-14,N
-56,N
6,N
-31,N
-31,N
-18,N
-28,N
31,N
61,N
54,N
-27,N
-7,N
5,N
-7,N
15,N
-18,N
3,N
3,N
-9,N
-3,N
-37,N
-37,N
-37,N
7,N
7,N
-67,N
17,N
17,N
17,N
17,N
17,N
-10,N
-10,N
70,N
-6,N
-6,N
4,N
-25,N
-15,N
28,N
-19,N
-43,N
-180,N
51,N
-7,N
-7,N
-20,N
20,N
20,N
20,N
20,N
20,N
20,N
20,N
20,N
20,N
52,N
-19,N
-114,N
4,N
4,N
-23,N
-14,N
-14,N
-14,N
-14,N
52,N
52,N
225,N
-9,N
6,N
6,N
6,N
6,N
6,N
-9,N
6,N
-9,N
-51,N
-14,N
68,N
8,N
8,N
8,N
8,N
14,N
14,N
14,N
-5,N
-5,N
-22,N
40,N
-8,N
-9,N
20,N
20,N
-9,N
-34,N
-26,N
-256,N
-13,N
19,N
-469,N
-469,N
-23,N
-7,N
14,N
-53,N
32,N
32,N
32,N
32,N
32,N
15,N
14,N
-19,N
-295,N
5,N
-16,N
-16,N
-16,N
10,N
-155,N
-155,N
8,N
36,N
36,N
36,N
36,N
36,N
36,N
-40,N
-14,N
14,N
15,N
15,N
-12,N
-27,N
-27,N
8,N
-44,N
-4,N
-104,N
6,N
8,N
-93,N
-18,N
7,N
-18,N
7,N
-18,N
-11,N
-18,N
-11,N
-18,N
-12,N
-18,N
-11,N
-11,N
-11,N
7,N
7,N
35,N
-8,N
-8,N
-8,N
-13,N
-23,N
-5,N
-10,N
-18,N
-17,N
-18,N
-17,N
-54,N
-5,N
-5,N
23,N
35,N
-4,N
-4,N
6,N
-13,N
10,N
-245,N
-18,N
-23,N
24,N
24,N
24,N
3,N
-40,N
-57,N
-36,N
-28,N
-15,N
-19,N
-32,N
-5,N
-16,N
3,N
3,N
57,N
-62,N
29,N
36,N
14,N
15,N
-63,N
-39,N
-7,N
-7,N
-7,N
-7,N
-7,N
122,N
-48,N
-48,N
-34,N
-13,N
14,N
-12,N
-19,N
-70,N
-13,N
-76,N
5,N
-7,N
-27,N
-438,N
-27,N
-12,N
27,N
-196,N
-215,N
-35,N
-34,N
-8,N
-44,N
73,N
73,N
45,N
-39,N
-39,N
-20,N
-20,N
-20,N
-20,N
52,N
7,N
-34,N
-25,N
-30,N
-30,N
-82,N
-8,N
-7,N
-8,N
-7,N
-7,N
-8,N
5,N
-9,N
-67,N
-6,N
-18,N
-18,N
69,N
14,N
14,N
14,N
-48,N
-36,N
25,N
25,N
9,N
-256,N
-373,N
25,N
9,N
9,N
25,N
44,N
-37,N
-22,N
-22,N
-22,N
-22,N
-20,N
-20,N
-19,N
-17,N
-5,N
-18,N
29,N
29,N
-38,N
29,N
29,N
-38,N
-38,N
-38,N
-38,N
-38,N
44,N
-30,N
25,N
25,N
25,N
36,N
-7,N
-10,N
7,N
-15,N
-15,N
9,N
9,N
9,N
9,N
9,N
9,N
9,N
-6,N
64,N
-9,N
-10,N
-10,N
-20,N
-22,N
-22,N
-22,N
-16,N
85,N
85,N
-85,N
-40,N
-5,N
-5,N
-5,N
-14,N
-14,N
-14,N
8,N
8,N
8,N
-20,N
-10,N
-18,N
-7,N
-4,N
-23,N
-30,N
-30,N
-21,N
-3,N
-157,N
13,N
5,N
5,N
5,N
-4,N
-111,N
25,N
-29,N
10,N
10,N
10,N
10,N
-25,N
-90,N
-8,N
-78,N
11,N
-11,N
-11,N
3,N
34,N
-30,N
-3,N
-24,N
-34,N
16,N
40,N
-73,N
-47,N
15,N
-15,N
31,N
-54,N
-8,N
-8,N
42,N
22,N
-51,N
-7,N
-6,N
-18,N
-59,N
14,N
14,N
14,N
-18,N
21,N
-16,N
-44,N
-44,N
-44,N
79,N
-4,N
-5,N
-30,N
-30,N
-4,N
-4,N
-30,N
-300,N
-297,N
-11,N
-5,N
-5,N
-5,N
-5,N
-49,N
4,N
-8,N
-166,N
21,N
-53,N
9,N
-3,N
19,N
-3,N
19,N
8,N
-17,N
-10,N
-15,N
57,N
7,N
18,N
18,N
18,N
18,N
-5,N
7,N
7,N
-78,N
25,N
25,N
31,N
31,N
31,N
-4,N
17,N
17,N
46,N
-66,N
-59,N
-51,N
-4,N
-24,N
-26,N
-61,N
-27,N
-6,N
-59,N
-11,N
-37,N
-28,N
-19,N
-26,N
-34,N
16,N
-13,N
39,N
-98,N
-35,N
-35,N
-36,N
-3,N
-3,N
-41,N
-8,N
-16,N
-56,N
-31,N
-30,N
94,N
-99,N
-12,N
-4,N
16,N
16,N
16,N
16,N
16,N
11,N
-26,N
7,N
-43,N
-11,N
-22,N
-19,N
50,N
-22,N
-19,N
-6,N
16,N
16,N
16,N
16,N
16,N
16,N
16,N
16,N
-29,N
-18,N
63,N
-6,N
41,N
-17,C
-36,C
43,C
-8,C
-16,C
-16,C
10,C
27,C
-16,C
-16,C
27,C
-16,C
17,C
-16,C
-8,C
-54,C
4,C
-29,C
-29,C
-29,C
-27,C
-11,C
-29,C
-9,C
22,C
-21,C
-21,C
-21,C
-21,C
-21,C
-88,C
7,C
-5,C
7,C
-5,C
-19,C
7,C
-19,C
-6,C
-6,C
8,C
8,C
-22,C
-3,C
-26,C
-673,C
-673,C
-673,C
-673,C
7,C
60,C
10,C
-63,C
-21,C
-74,C
-37,C
-37,C
-37,C
-37,C
54,C
-43,C
-40,C
-4,C
-4,C
-4,C
26,C
19,C
19,C
45,C
-570,C
-10,C
-120,C
-120,C
-120,C
-120,C
56,C
-21,C
14,C
-11,C
91,C
-22,C
-229,C
-229,C
-229,C
-229,C
24,C
-27,C
-72,C
-72,C
-72,C
-29,C
10,C
10,C
18,C
18,C
18,C
12,C
-55,C
44,C
-55,C
-34,C
-55,C
-55,C
-55,C
-34,C
-55,C
40,C
-53,C
-97,C
-97,C
-97,C
98,C
-4,C
-4,C
-4,C
12,C
-4,C
14,C
-4,C
-4,C
-4,C
14,C
35,C
-44,C
-38,C
3,C
-13,C
-22,C
26,C
-22,C
-39,C
-38,C
-230,C
34,C
-70,C
-14,C
-12,C
-46,C
-262,C
-177,C
-179,C
-29,C
-29,C
-10,C
22,C
4,C
10,C
17,C
-4,C
-3,C
-6,C
12,C
24,C
-42,C
14,C
-23,C
-3,C
-57,C
-50,C
-3,C
-3,C
51,C
-6,C
28,C
19,C
14,C
-37,C
-21,C
26,C
13,C
-42,C
-56,C
3,C
-13,C
-13,C
-54,C
67,C
-28,C
-28,C
-19,C
-17,C
5,C
5,C
-9,C
-7,C
-8,C
-8,C
-8,C
65,C
-6,C
-6,C
-64,C
19,C
-4,C
-5,C
-5,C
3,C
3,C
3,C
65,C
-13,C
-32,C
-50,C
12,C
12,C
12,C
17,C
17,C
-128,C
539,C
45,C
-32,C
44,C
-12,C
-30,C
-24,C
-13,C
8,C
-5,C
43,C
10,C
-16,C
50,C
-22,C
-24,C
-22,C
16,C
-31,C
-43,C
-3,C
-3,C
-3,C
-3,C
52,C
-6,C
-6,C
14,C
-47,C
-53,C
20,C
13,C
-4,C
22,C
15,C
-89,C
-6,C
-6,C
-4,C
-51,C
-51,C
-101,C
-155,C
-63,C
-4,C
-48,C
100,C
-11,C
-8,C
-4,C
-12,C
-12,C
-62,C
91,C
-87,C
79,C
-8,C
-8,C
-8,C
-8,C
-8,C
-8,C
-26,C
24,C
-14,C
122,C
-55,C
-16,C
-5,C
-40,C
-159,C
-159,C
3,C
8,C
-318,C
-318,C
-318,C
13,C
-6,C
-6,C
43,C
-21,C
-218,C
-23,C
-47,C
51,C
5,C
5,C
21,C
-64,C
-9,C
-20,C
-29,C
-20,C
-205,C
-4,C
-4,C
15,C
-56,C
-56,C
-56,C
20,C
21,C
-11,C
-13,C
-6,C
-15,C
-99,C
16,C
5,C
-58,C
3,C
-45,C
-44,C
5,C
5,C
27,C
38,C
-26,C
26,C
-10,C
-10,C
-10,C
-10,C
-14,C
-144,C
-11,C
45,C
-6,C
-44,C
3,C
-3,C
20,C
41,C
-5,C
-110,C
-11,C
-11,C
-11,C
-58,C
29,C
29,C
29,C
29,C
29,C
29,C
29,C
201,C
80,C
80,C
-27,C
19,C
-78,C
20,C
-19,C
-4,C
12,C
-5,C
31,C
6,C
-33,C
-7,C
55,C
-5,C
-10,C
-10,C
12,C
12,C
-4,C
-8,C
74,C
-26,C
-42,C
-11,C
7,C
-11,C
-11,C
-21,C
-3,C
7,C
30,C
-23,C
5,C
5,C
-13,C
-13,C
-13,C
-13,C
28,C
28,C
28,C
28,C
-4,C
-4,C
-5,C
-5,C
4,C
-31,C
-14,C
27,C
-38,C
-38,C
-38,C
-38,C
-56,C
-56,C
-56,C
8,C
8,C
-7,C
11,C
11,C
13,C
11,C
4,C
4,C
36,C
36,C
10,C
10,C
11,C
11,C
66,C
66,C
-17,C
29,C
96,C
5,C
44,C
-5,C
56,C
-5,C
-10,C
12,C
-92,C
-92,C
-92,C
-92,C
-92,C
-92,C
-92,C
-92,C
-3,C
-3,C
-16,C
41,C
-8,C
-15,C
-15,C
-8,C
44,C
44,C
-5,C
-7,C
-7,C
-7,C
-7,C
-185,C
-165,C
-165,C
-185,C
-27,C
14,C
3,C
-27,C
-9,C
-469,C
14,C
19,C
-39,C
-3,C
4,C
4,C
-3,C
-3,C
-3,C
-3,C
-56,C
-56,C
-56,C
-56,C
-7,C
-7,C
-105,C
18,C
23,C
19,C
19,C
19,C
19,C
19,C
19,C
19,C
-5,C
-5,C
-27,C
-6,C
-13,C
78,C
6,C
53,C
27,C
53,C
-800,C
-8,C
-8,C
-8,C
-8,C
-8,C
-97,C
30,C
-30,C
-30,C
-51,C
-51,C
27,C
-88,C
-163,C
-150,C
-5,C
-5,C
-5,C
-42,C
-28,C
-9,C
-10,C
-22,C
-47,C
7,C
-25,C
7,C
7,C
3,C
29,C
-35,C
-9,C
-27,C
-3,C
3,C
13,C
34,C
-49,C
-24,C
-27,C
-27,C
-11,C
-16,C
-16,C
18,C
12,C
-14,C
-3,C
-4,C
81,C
16,C
3,C
3,C
-27,C
29,C
-14,C
-181,C
-169,C
9,C
-45,C
-47,C
-30,C
-47,C
-11,C
-66,C
58,C
103,C
63,C
4,C
17,C
-3,C
-3,C
-17,C
-41,C
-11,C
11,C
-71,C
-71,C
-102,C
7,C
7,C
7,C
7,C
7,C
-35,C
-39,C
86,C
-13,C
84,C
19,C
11,C
49,C
-17,C
-26,C
-19,C
-19,C
8,C
-27,C
32,C
119,C
3,C
4,C
-6,C
-24,C
-7,C
44,C
4,C
17,C
-3,C
-3,C
-20,C
-20,C
-20,C
-19,C
-20,C
-50,C
-8,C
-4,C
-8,C
-91,C
-46,C
-6,C
-28,C
-15,C
-28,C
95,C
13,C
13,C
-38,C
28,C
11,C
65,C
14,C
-15,C
-15,C
-27,C
-16,C
-16,C
5,C
61,C
25,C
-13,C
-13,C
34,C
-26,C
103,C
-18,C
-18,C
9,C
9,C
-22,C
59,C
18,C
15,C
10,C
29,C
29,C
9,C
7,C
7,C
-45,C
-54,C
-54,C
-27,C
15,C
-39,C
-31,C
-127,C
-44,C
-4,C
-194,C
6,C
-51,C
3,C
41,C
7,C
-11,C
-11,C
-17,C
-17,C
-17,C
-25,C
5,C
5,C
-199,C
83,C
-28,C
-3,C
39,C
46,C
10,C
-5,C
13,C
-37,C
15,C
-62,C
-17,C
-23,C
-17,C
-23,C
-17,C
-17,C
-12,C
-12,C
68,C
68,C
68,C
-18,C
-18,C
-18,C
-18,C
-46,C
-25,C
-149,C
56,C
-16,C
-13,C
-7,C
55,C
-46,C
-23,C
17,C
-212,C
-11,C
-29,C
-32,C
403,C
-30,C
26,C
568,C
568,C
-118,C
-148,C
-6,C
-263,C
-6,C
-6,C
-6,C
84,C
14,C
-48,C
168,C
4,C
-42,C
-7,C
5,C
25,C
4,C
-3,C
-3,C
-9,C
26,C
-8,C
-27,C
-43,C
-12,C
-43,C
47,C
-43,C
-10,C
47,C
-10,C
-6,C
-34,C
18,C
-219,C
46,C
-23,C
-11,C
11,C
-5,C
-4,C
124,C
5,C
-3,C
-3,C
-13,C
-60,C
18,C
6,C
-67,C
4,C
-3,C
14,C
34,C
34,C
-45,C
-15,C
-17,C
-25,C
11,C
-18,C
-21,C
-22,C
8,C
8,C
-36,C
8,C
-24,C
-47,C
-7,C
6,C
5,C
5,C
5,C
5,C
-34,C
-8,C
8,C
-6,C
-6,C
-6,C
-6,C
-6,C
-4,C
-4,C
-4,C
-4,C
-4,C
-4,C
-4,C
3,C
3,C
-417,C
-4,C
-3,C
-3,C
17,C
14,C
17,C
-18,C
-6,C
22,C
19,C
3,C
3,C
3,C
3,C
3,C
-37,C
76,C
-10,C
-10,C
-34,C
-41,C
89,C
-3,C
8,C
16,C
3,C
3,C
11,C
12,C
-31,C
64,C
19,C
-42,C
20,C
9,C
-7,C
12,C
-93,C
5,C
36,C
-42,C
40,C
11,C
-10,C
-10,C
-106,C
4,C
-11,C
-4,C
-10,C
-14,C
141,C
-588,C
-35,C
28,C
-7,C
-13,C
-7,C
-7,C
-7,C
-14,C
35,C
16,C
72,C
-25,C
3,C
5,C
5,C
21,C
53,C
-36,C
-23,C
50,C
-6,C
-6,C
10,C
36,C
-8,C
51,C
-49,C
-27,C
14,C
3,C
-179,C
4,C
-30,C
-3,C
12,C
-53,C
-46,C
10,C
-34,C
6,C
44,C
-46,C
10,C
10,C
10,C
10,C
9,C
9,C
9,C
9,C
9,C
-32,C
37,C
-8,C
-8,C
16,C
17,C
17,C
-10,C
-37,C
-383,C
-4,C
-4,C
-4,C
-4,C
-4,C
-4,C
-3,C
10,C
32,C
-23,C
-13,C
-13,C
45,C
12,C
-43,C
-16,C
-16,C
-8,C
-30,C
6,C
-14,C
-32,C
-3,C
10,C
10,C
-4,C
-4,C
-6,C
-3,C
-52,C
9,C
-202,C
40,C
101,C
16,C
-23,C
-4,C
22,C
-57,C
14,C
-22,C
36,C
-20,C
-7,C
-4,C
-4,C
-4,C
-4,C
-4,C
-4,C
28,C
-452,C
-413,C
17,C
17,C
-16,C
3,C
3,C
13,C
13,C
13,C
13,C
13,C
-32,C
-32,C
16,C
-35,C
-35,C
22,C
29,C
79,C
13,C
95,C
13,C
-4,C
86,C
49,C
-79,C
44,C
7,C
7,C
7,C
-59,C
-45,C
27,C
-27,C
-27,C
9,C
15,C
17,C
-34,C
81,C
44,C
64,C
-9,C
-9,C
-35,C
-4,C
22,C
22,C
22,C
59,C
-21,C
59,C
59,C
59,C
59,C
59,C
-50,C
-10,C
-50,C
35,C
-27,C
-12,C
-12,C
-12,C
-14,C
78,C
-14,C
-4,C
-19,C
-64,C
-84,C
-24,C
19,C
29,C
-21,C
-28,C
-33,C
-64,C
4,C
-30,C
-30,C
87,C
-17,C
3,C
-49,C
3,C
3,C
3,C
3,C
33,C
-4,C
-20,C
55,C
-4,C
-35,C
15,C
15,C
15,C
15,C
15,C
15,C
33,C
-20,C
-24,C
-24,C
-10,C
-4,C
-4,C
-11,C
9,C
-10,C
-88,C
-68,C
-12,C
-53,C
-175,C
-9,C
6,C
6,C
-49,C
56,C
-27,C
61,C
-9,C
-17,C
-5,C
-11,C
8,C
-27,C
14,C
30,C
14,C
14,C
14,C
55,C
-76,C
72,C
50,C
-42,C
65,C
-6,C
-6,C
-6,C
-6,C
-263,C
48,C
-4,C
-26,C
-113,C
-48,C
-35,C
-6,C
-8,C
-10,C
-8,C
6,C
6,C
6,C
-12,C
3,C
-110,C
-39,C
-75,C
-64,C
4,C
4,C
10,C
14,C
14,C
14,C
14,C
16,C
16,C
5,C
5,C
5,C
7,C
-3,C
-137,C
-66,C
34,C
-38,C
29,C
7,C
14,C
-17,C
-17,C
64,C
12,C
94,C
-440,C
36,C
4,C
-46,C
-46,C
7,C
-39,C
7,C
8,C
15,C
-14,C
14,C
-17,C
15,C
15,C
15,C
-20,C
-53,C
30,C
27,C
5,C
-55,C
-4,C
-4,C
61,C
-4,C
-13,C
12,C
12,C
12,C
9,C
-10,C
29,C
-19,C
2337,C
1354,C
1350,C
1065,C
8,C
18,C
120,C
-9,C
-9,C
-53,C
-31,C
10,C
10,C
10,C
10,C
-265,C
408,C
-97,C
-97,C
-97,C
-97,C
-14,C
-14,C
-8,C
4,C
-90,C
-88,C
-34,C
-51,C
4,C
-13,C
-13,C
10,C
7,C
-106,C
10,C
-106,C
10,C
5,C
5,C
5,C
5,C
20,C
-54,C
3,C
-31,C
218,C
-28,C
-49,C
-58,C
6,C
15,C
-16,C
4,C
37,C
-9,C
-144,C
-21,C
-41,C
-11,C
-11,C
62,C
-47,C
21,C
117,C
11,C
-180,C
70,C
53,C
48,C
-26,C
15,C
3,C
3,C
3,C
3,C
14,C
-134,C
-4,C
-10,C
-38,C
88,C
-87,C
13,C
13,C
13,C
-30,C
-30,C
-113,C
-113,C
152,C
-18,C
35,C
-14,C
-49,C
-14,C
-86,C
-30,C
4,C
-30,C
-30,C
-30,C
4,C
-5,C
3,C
44,C
8,C
44,C
19,C
-32,C
-51,C
-51,C
-26,C
94,C
30,C
7,C
4,C
9,C
-11,C
-48,C
-54,C
-18,C
3,C
32,C
32,C
32,C
-175,C
11,C
11,C
11,C
-6,C
16,C
16,C
-4,C
47,C
47,C
47,C
47,C
47,C
47,C
47,C
3,C
-5,C
-138,C
-101,C
-101,C
-18,C
13,C
11,C
9,C
-20,C
6,C
-29,C
4,C
9,C
-54,C
-5,C
-5,C
-5,C
-5,C
-5,C
-5,C
32,C
5,C
-264,C
3,C
37,C
-29,C
385,C
-45,C
42,C
23,C
9,C
9,C
9,C
9,C
9,C
9,C
5,C
-34,C
-187,C
10,C
-24,C
235,C
-5,C
-153,C
11,C
-14,C
-12,C
-31,C
-31,C
25,C
-62,C
-81,C
-81,C
-11,C
-19,C
-62,C
-4,C
9,C
-161,C
-180,C
-132,C
-3,C
32,C
32,C
4,C
16,C
-27,C
-27,C
44,C
-157,C
-7,C
-147,C
-32,C
-3,C
68,C
-17,C
-67,C
21,C
61,C
26,C
-106,C
-106,C
-21,C
-21,C
-21,C
11,C
-7,C
-7,C
38,C
20,C
20,C
3,C
-6,C
-6,C
-9,C
-9,C
-9,C
-9,C
87,C
11,C
239,C
-13,C
-13,C
-13,C
-198,C
-198,C
-73,C
38,C
46,C
13,C
-48,C
13,C
-17,C
3,C
-5,C
-78,C
6,C
-278,C
-17,C
-31,C
8,C
-218,C
-50,C
-148,C
-21,C
-21,C
17,C
-7,C
-493,C
74,C
-304,C
-20,C
-14,C
-36,C
17,C
-181,C
-181,C
-181,C
31,C
-4,C
-36,C
20,C
-20,C
-45,C
-64,C
-5,C
-34,C
-34,C
-342,C
110,C
8,C
8,C
42,C
42,C
82,C
42,C
42,C
42,C
19,C
19,C
19,C
-75,C
-149,C
-156,C
-8,C
-16,C
356,C
24,C
-24,C
41,C
5,C
-3,C
20,C
-23,C
39,C
-35,C
41,C
7,C
-70,C
-12,C
-33,C
-55,C
3,C
3,C
7,C
14,C
27,C
31,C
3,C
-4,C
-123,C
3,C
27,C
27,C
-20,C
16,C
16,C
16,C
16,C
-14,C
49,C
7,C
-3,C
-3,C
-33,C
4,C
-4,C
13,C
45,C
6,C
6,C
-6,C
79,C
-4,C
20,C
64,C
17,C
-189,C
23,C
24,C
15,C
-89,C
-18,C
-18,C
-18,C
-17,C
-3,C
19,C
-11,C
-120,C
-11,C
-11,C
-63,C
80,C
3,C
-68,C
-681,C
21,C
4,C
33,C
-72,C
20,C
46,C
46,C
26,C
19,C
319,C
23,C
-6,C
-6,C
-6,C
-6,C
-6,C
-6,C
31,C
31,C
-6,C
131,C
-153,C
10,C
10,C
10,C
32,C
80,C
-23,C
17,C
4,C
-6,C
-17,C
-30,C
22,C
-27,C
5,C
-5,C
-37,C
4,C
20,C
-9,C
15,C
-94,C
-4,C
29,C
-4,C
-51,C
-16,C
-54,C
-26,C
5,C
5,C
7,C
-10,C
115,C
-21,C
-21,C
-21,C
-21,C
12,C
5,C
-134,C
-71,C
-13,C
-13,C
-13,C
-13,C
-12,C
-12,C
-12,C
-9,C
30,C
28,C
-7,C
14,C
14,C
-3,C
-3,C
-68,C
11,C
-9,C
-9,C
-58,C
-172,C
-58,C
-172,C
3,C
-21,C
49,C
49,C
49,C
9,C
9,C
-48,C
24,C
10,C
18,C
-22,C
-39,C
-25,C
-121,C
-120,C
-121,C
-120,C
-120,C
-24,C
34,C
11,C
11,C
80,C
-29,C
-30,C
-18,C
-31,C
-9,C
-8,C
-8,C
-16,C
-16,C
-16,C
-16,C
-16,C
3,C
7,C
49,C
-9,C
-19,C
7,C
3,C
92,C
51,C
92,C
51,C
-533,C
92,C
14,C
14,C
14,C
-293,C
35,C
-82,C
-18,C
6,C
31,C
-15,C
-32,C
14,C
26,C
24,C
32,C
-146,C
12,C
85,C
-13,C
-24,C
-24,C
45,C
45,C
-26,C
-10,C
-10,C
-10,C
-10,C
-120,C
-122,C
8,C
34,C
34,C
34,C
30,C
34,C
-28,C
17,C
17,C
-24,C
102,C
-191,C
19,C
25,C
46,C
17,C
3,C
-13,C
-40,C
-13,C
27,C
-7,C
-44,C
-18,C
-18,C
-50,C
29,C
-240,C
-246,C
4,C
4,C
4,C
4,C
4,C
4,C
4,C
4,C
4,C
4,C
9,C
-12,C
-25,C
-61,C
31,C
-36,C
-36,C
-31,C
-14,C
-10,C
-89,C
5,C
5,C
-12,C
63,C
-34,C
-34,C
-46,C
38,C
38,C
-18,C
10,C
-7,C
41,C
-41,C
-61,C
-33,C
13,C
13,C
13,C
7,C
-113,C
18,C
32,C
-7,C
-47,C
31,C
-10,C
-10,C
