Length,Type
-10,C
7,C
7,C
7,C
7,C
-5,C
-5,C
-5,C
-5,C
-72,C
26,C
-72,C
131,C
131,C
131,C
131,C
-33,C
9,C
-15,C
-8,C
-8,C
-8,C
-15,C
-63,C
9,C
-37,C
-37,C
-26,C
-26,C
10,C
24,C
3,C
3,C
3,C
3,C
5,C
-18,C
-19,C
64,C
-25,C
-11,C
-121,C
4,C
-12,C
-12,C
-12,C
8,C
8,C
8,C
8,C
-35,C
-43,C
-13,C
-16,C
-30,C
37,C
-5,C
-5,C
-5,C
-5,C
-5,C
-50,C
20,C
3,C
31,C
9,C
15,C
15,C
24,C
-68,C
7,C
-71,C
27,C
-68,C
-68,C
-68,C
-68,C
9,C
14,C
3,C
-98,C
-3,C
6,C
-4,C
-13,C
-22,C
137,C
137,C
137,C
137,C
137,C
137,C
-39,C
-49,C
-39,C
26,C
42,C
-12,C
5,C
80,C
34,C
33,C
29,C
13,C
13,C
-48,C
-15,C
36,C
-26,C
16,C
-80,C
40,C
8,C
6,C
9,C
9,C
43,C
-13,C
-4,C
-13,C
-13,C
20,C
26,C
-9,C
-9,C
-9,C
294,C
-720,C
42,C
118,C
118,C
118,C
118,C
-137,C
-6,C
6,C
-5,C
-27,C
-8,C
-31,C
-49,C
-35,C
-68,C
9,C
9,C
9,C
9,C
9,C
9,C
96,C
-22,C
58,C
57,C
19,C
9,C
26,C
-185,C
9,C
10,C
6,C
13,C
21,C
-3,C
5,C
-241,C
38,C
71,C
7,C
3,C
16,C
26,C
9,C
-264,C
-8,C
-5,C
-5,C
-91,C
18,C
18,C
-24,C
-10,C
-10,C
-4,C
14,C
-5,C
-5,C
-5,C
-5,C
-5,C
-5,C
-5,C
-31,C
-5,C
-5,C
89,C
-4,C
14,C
14,C
14,C
14,C
14,C
8,C
8,C
8,C
23,C
-67,C
23,C
4,C
-25,C
-40,C
-49,C
-22,C
-22,C
-31,C
-22,C
-68,C
-19,C
-44,C
-44,C
5,C
26,C
79,C
-135,C
-22,C
-25,C
29,C
52,C
-129,C
-129,C
-46,C
9,C
-17,C
-17,C
-17,C
-53,C
-53,C
-53,C
9,C
4,C
50,C
9,C
9,C
117,C
35,C
7,C
116,C
3,C
-7,C
-25,C
8,C
8,C
8,C
8,C
14,C
-4,C
-39,C
7,C
-19,C
-10,C
-20,C
-26,C
-21,C
9,C
-71,C
11,C
-8,C
24,C
8,C
18,C
13,C
-47,C
-20,C
-5,C
-5,C
-7,C
-79,C
26,C
18,C
6,C
6,C
-31,C
-18,C
-29,C
-30,C
-30,C
-63,C
-437,C
22,C
39,C
-19,C
-4,C
-18,C
-8,C
-8,C
-14,C
4,C
-33,C
-14,C
-9,C
-42,C
-42,C
-9,C
6,C
-9,C
-9,C
-73,C
-44,C
24,C
38,C
-29,C
-105,C
-105,C
-15,C
-84,C
-84,C
-8,C
70,C
11,C
19,C
-28,C
12,C
-279,C
-9,C
-7,C
-193,C
-27,C
21,C
-222,C
-777,C
-21,C
-3,C
-125,C
45,C
3,C
3,C
18,C
18,C
18,C
18,C
18,C
18,C
-181,C
-181,C
8,C
8,C
3,C
8,C
-65,C
42,C
-52,C
-30,C
-14,C
43,C
-252,C
-252,C
-252,C
31,C
-40,C
-7,C
8,C
19,C
21,C
-257,C
55,C
-63,C
28,C
32,C
-53,C
-8,C
33,C
57,C
8,C
14,C
7,C
39,C
27,C
-206,C
28,C
18,C
16,C
16,C
16,C
16,C
16,C
16,C
29,C
-34,C
87,C
192,C
192,C
87,C
-12,C
3,C
3,C
3,C
3,C
-80,C
-16,C
-16,C
-16,C
-16,C
-16,C
-207,C
-60,C
35,C
61,C
-6,C
-6,C
-6,C
-6,C
-26,C
33,C
-27,C
33,C
-865,C
-865,C
-5,C
-28,C
6,C
6,C
6,C
-48,C
-24,C
-9,C
13,C
71,C
71,C
75,C
19,C
-19,C
-28,C
15,C
-13,C
-13,C
-13,C
-13,C
-13,C
76,C
-13,C
-13,C
-13,C
-13,C
-13,C
-13,C
-13,C
-13,C
82,C
8,C
82,C
-16,C
-16,C
4,C
-7,C
7,C
11,C
11,C
11,C
35,C
12,C
-665,C
-665,C
-665,C
-665,C
-665,C
31,C
-57,C
37,C
37,C
37,C
37,C
32,C
52,C
38,C
9,C
9,C
-83,C
-23,C
-23,C
-23,C
-23,C
11,C
6,C
313,C
-11,C
-3,C
-3,C
-3,C
11,C
8,C
7,C
-56,C
5,C
-55,C
-6,C
47,C
14,C
14,C
6,C
-66,C
-50,C
-28,C
5,C
-39,C
9,C
9,C
79,C
23,C
-262,C
3,C
-29,C
7,C
-27,C
7,C
-97,C
-15,C
-15,C
31,C
-4,C
12,C
25,C
-61,C
-54,C
-36,C
-61,C
-20,C
-147,C
-3,C
-61,C
16,C
16,C
-4,C
-49,C
-12,C
35,C
-30,C
-22,C
-22,C
-44,C
3,C
-25,C
-27,C
-11,C
-11,C
38,C
-18,C
320,C
-37,C
-92,C
-92,C
-92,C
7,C
-33,C
-48,C
5,C
48,C
48,C
48,C
48,C
48,C
-17,C
11,C
8,C
8,C
-40,C
-40,C
90,C
17,C
-31,C
-31,C
-30,C
-31,C
-94,C
-31,C
-31,C
-94,C
-30,C
-31,C
-68,C
11,C
25,C
46,C
14,C
12,C
12,C
12,C
-155,C
4,C
4,C
4,C
4,C
26,C
31,C
17,C
17,C
12,C
16,C
24,C
-20,C
-3,C
-3,C
-3,C
7,C
-4,C
-23,C
7,C
7,C
-9,C
4,C
4,C
4,C
4,C
5,C
-10,C
-10,C
11,C
11,C
51,C
-59,C
19,C
9,C
9,C
9,C
-70,C
73,C
73,C
73,C
73,C
-26,C
-11,C
-26,C
-1804,C
11,C
15,C
-65,C
-34,C
11,C
-8,C
50,C
-514,C
-43,C
-49,C
13,C
-48,C
-29,C
-631,C
-32,C
5,C
5,C
5,C
5,C
5,C
5,C
5,C
5,C
5,C
5,C
-73,C
41,C
-12,C
-40,C
-92,C
-23,C
-32,C
-15,C
-15,C
12,C
1288,C
1288,C
1288,C
1288,C
1288,C
1288,C
-15,C
21,C
12,C
-28,C
-73,C
-73,C
-50,C
5,C
-39,C
17,C
17,C
18,C
-78,C
5,C
-32,C
-7,C
-7,C
14,C
-8,C
-7,C
5,C
-3,C
-25,C
27,C
-26,C
-177,C
-18,C
4,C
5,C
14,C
-7,C
-7,C
14,C
-7,C
14,C
-3,C
-3,C
14,C
-3,C
-3,C
-3,C
-3,C
-7,C
-5,C
-5,C
-25,C
-54,C
-25,C
-177,C
-11,C
71,C
-11,C
-11,C
13,C
13,C
6,C
-23,C
-4,C
-23,C
12,C
-64,C
32,C
-55,C
-15,C
-41,C
-51,C
-4,C
-4,C
6,C
59,C
86,C
-40,C
-13,C
35,C
-30,C
19,C
-3,C
-11,C
-11,C
11,C
63,C
-49,C
-4,C
-90,C
-45,C
52,C
-39,C
-7,C
-19,C
-30,C
-613,C
-29,C
5,C
5,C
-20,C
665,C
17,C
6,C
-133,C
-38,C
30,C
-4,C
-4,C
-23,C
-23,C
-23,C
-23,C
-161,C
-138,C
-92,C
-92,C
8,C
8,C
8,C
8,C
8,C
11,C
-22,C
4,C
4,C
4,C
4,C
4,C
4,C
4,C
-73,C
22,C
-100,C
4,C
24,C
-22,C
65,C
-14,C
-127,C
-25,C
-5,C
-5,C
-5,C
111,C
-33,C
15,C
-30,C
-32,C
55,C
55,C
25,C
29,C
-76,C
-261,C
32,C
-14,C
-10,C
24,C
-175,C
-35,C
87,C
-31,C
-10,C
-10,C
-22,C
193,C
-22,C
-15,C
-105,C
-58,C
-7,C
-113,C
-113,C
-80,C
5,C
14,C
285,C
15,C
-5,C
-20,C
-21,C
-60,C
-78,C
-194,C
-194,C
27,C
-15,C
-15,C
-15,C
-5,C
-12,C
-12,C
-12,C
-12,C
-12,C
17,C
17,C
17,C
54,C
-159,C
-159,C
-159,C
-7,C
-40,C
-20,C
-31,C
-31,C
-31,C
-31,C
-12,C
-6,C
-26,C
6,C
6,C
6,C
6,C
6,C
6,C
48,C
-16,C
105,C
-16,C
-5,C
-5,C
-5,C
-5,C
28,C
9,C
9,C
9,C
-23,C
45,C
3,C
12,C
232,C
232,C
7,C
-28,C
-64,B
-561,B
-46,B
36,B
-188,B
41,B
-40,B
-115,B
-36,B
-19,B
-305,B
-13,B
-109,B
-160,B
-14,B
-48,B
5,B
4,B
-101,B
-101,B
-101,B
-101,B
-113,B
-101,B
-101,B
8,B
17,B
17,B
-14,B
-8,B
-8,B
-14,B
10,B
-127,B
-25,B
-25,B
-25,B
-25,B
207,B
207,B
-229,B
-151,B
-31,B
90,B
-123,B
60,B
67,B
67,B
13,B
5,B
-44,B
-94,B
-198,B
-202,B
35,B
35,B
35,B
132,B
35,B
-105,B
-32,B
-32,B
-253,B
-37,B
-216,B
-27,B
14,B
-170,B
-266,B
-54,B
-19,B
-512,B
18,B
-57,B
-28,B
-25,B
-43,B
-6,B
-26,B
-26,B
-606,B
-24,B
14,B
-41,B
28,B
-4,B
-36,B
51,B
-197,B
-39,B
-20,B
-27,B
-63,B
41,B
-28,B
16,B
-105,B
5,B
-74,B
-68,B
-68,B
27,B
16,B
-52,B
-348,B
-120,B
46,B
-29,B
-6,B
-229,B
13,B
-70,B
53,B
-10,B
68,B
-166,B
-381,B
46,B
-52,B
-52,B
-36,B
-68,B
-112,B
-34,B
-17,B
-23,B
-23,B
33,B
33,B
33,B
-9,B
-31,B
-26,B
62,B
22,B
12,B
12,B
-12,B
-5,B
-77,B
-31,B
71,B
29,B
-107,B
-83,B
4,B
-61,B
-38,B
157,B
36,B
227,B
227,B
88,B
-119,B
54,B
23,B
-302,B
27,B
27,B
27,B
37,B
-10,B
15,B
224,B
-37,B
-44,B
-788,B
-38,B
-91,B
-42,B
-15,B
-149,B
28,B
-142,B
183,B
183,B
183,B
-25,B
-263,B
-174,B
-5,B
11,B
95,B
-34,B
-12,B
-37,B
-21,B
-87,B
-14,B
-134,B
-40,B
-60,B
-103,B
-18,B
-30,B
-55,B
-34,B
-45,B
175,B
45,BN
-9,BN
21,BN
-19,BN
11,BN
34,BN
-5,BN
63,BN
6,BN
-4,BN
317,BN
3,BN
32,BN
79,BN
-7,BN
51,BN
4,BN
8,BN
9,BN
9,BN
9,BN
9,BN
21,BN
9,BN
9,BN
4,BN
-7,BN
-7,BN
-33,BN
16,BN
16,BN
-33,BN
-4,BN
30,BN
21,BN
21,BN
21,BN
21,BN
-9,BN
-9,BN
27,BN
88,BN
-5,BN
-85,BN
-7,BN
-45,BN
-117,BN
-117,BN
5,BN
9,BN
-20,BN
66,BN
4,BN
197,BN
-13,BN
-13,BN
-13,BN
-13,BN
-13,BN
-12,BN
3,BN
3,BN
-12,BN
7,BN
66,BN
-6,BN
34,BN
208,BN
260,BN
6,BN
22,BN
449,BN
-28,BN
44,BN
11,BN
-8,BN
7,BN
-21,BN
34,BN
34,BN
66,BN
27,BN
13,BN
12,BN
27,BN
-25,BN
12,BN
9,BN
35,BN
-12,BN
13,BN
43,BN
8,BN
-59,BN
-4,BN
-12,BN
8,BN
-15,BN
10,BN
40,BN
40,BN
-3,BN
20,BN
43,BN
246,BN
30,BN
-25,BN
42,BN
-40,BN
42,BN
-29,BN
-6,BN
5,BN
-19,BN
-35,BN
-32,BN
173,BN
-91,BN
12,BN
12,BN
27,BN
30,BN
80,BN
4,BN
9,BN
36,BN
36,BN
-20,BN
-20,BN
-20,BN
15,BN
8,BN
-4,BN
-34,BN
-7,BN
-7,BN
-7,BN
28,BN
9,BN
24,BN
21,BN
-5,BN
-7,BN
100,BN
55,BN
-16,BN
12,BN
13,BN
-26,BN
-80,BN
-202,BN
-202,BN
-29,BN
44,BN
-24,BN
4,BN
256,BN
18,BN
18,BN
18,BN
-31,BN
4,BN
-26,BN
11,BN
15,BN
16,BN
114,BN
25,BN
39,BN
14,BN
-11,BN
155,BN
-21,BN
-9,BN
-9,BN
-9,BN
-9,BN
5,BN
214,BN
-18,BN
8,BN
-8,BN
-82,BN
17,BN
26,BN
-5,BN
30,BN
70,BN
-12,BN
146,BN
31,BN
40,BN
79,BN
12,BN
-4,BN
-5,BN
15,BN
-4,BN
-40,BN
-19,BC
-570,BC
-25,BC
17,BC
-177,BC
75,BC
-45,BC
-52,BC
-30,BC
-23,BC
12,BC
-10,BC
-77,BC
-81,BC
-21,BC
3,BC
9,BC
12,BC
-92,BC
-92,BC
-92,BC
-92,BC
-92,BC
-92,BC
-92,BC
12,BC
10,BC
10,BC
-47,BC
8,BC
8,BC
-47,BC
6,BC
-97,BC
-4,BC
-4,BC
-4,BC
-4,BC
198,BC
198,BC
-202,BC
-63,BC
-36,BC
5,BC
-130,BC
15,BC
-50,BC
-50,BC
18,BC
14,BC
-64,BC
-28,BC
-194,BC
-5,BC
22,BC
22,BC
22,BC
119,BC
22,BC
-117,BC
-29,BC
-29,BC
-265,BC
-30,BC
-150,BC
-33,BC
48,BC
38,BC
-6,BC
-48,BC
3,BC
-63,BC
-10,BC
-13,BC
-17,BC
-33,BC
-36,BC
-27,BC
8,BC
8,BC
-540,BC
3,BC
27,BC
-29,BC
55,BC
-29,BC
-24,BC
60,BC
-162,BC
-51,BC
-7,BC
16,BC
-55,BC
-18,BC
-32,BC
4,BC
-97,BC
-10,BC
-64,BC
-28,BC
-28,BC
24,BC
36,BC
-9,BC
-102,BC
-90,BC
21,BC
13,BC
-46,BC
-187,BC
-16,BC
-76,BC
58,BC
-29,BC
33,BC
-198,BC
-208,BC
-45,BC
-40,BC
-40,BC
-9,BC
-38,BC
-32,BC
-30,BC
-8,BC
13,BC
13,BC
13,BC
13,BC
13,BC
6,BC
-23,BC
-30,BC
28,BC
15,BC
5,BC
5,BC
16,BC
4,BC
-53,BC
-10,BC
66,BC
22,BC
-7,BC
-28,BC
-12,BC
-49,BC
-25,BC
131,BC
-44,BC
25,BC
25,BC
59,BC
-75,BC
30,BC
27,BC
-46,BC
45,BC
45,BC
45,BC
6,BC
-6,BC
-11,BC
235,BC
-22,BC
-28,BC
-674,BC
-13,BC
-52,BC
-28,BC
-26,BC
6,BC
7,BC
-151,BC
174,BC
174,BC
174,BC
-20,BC
-49,BC
-192,BC
3,BC
3,BC
13,BC
-17,BC
14,BC
-42,BC
9,BC
-17,BC
-26,BC
12,BC
-9,BC
-20,BC
-24,BC
-6,BC
-34,BC
-60,BC
-19,BC
-49,BC
135,BC
