Position_affected,Total,Freq
0.0,1695,0.399
0.001,1695,0.399
0.002,1695,0.399
0.003,1695,0.399
0.004,1695,0.399
0.005,1695,0.399
0.006,1695,0.399
0.007,1695,0.399
0.008,1695,0.399
0.009000000000000001,1695,0.399
0.01,1776,0.418
0.011,1776,0.418
0.012,1776,0.418
0.013000000000000001,1776,0.418
0.014,1776,0.418
0.015,1776,0.418
0.016,1776,0.418
0.017,1776,0.418
0.018000000000000002,1776,0.418
0.019,1776,0.418
0.02,1848,0.435
0.021,1848,0.435
0.022,1848,0.435
0.023,1848,0.435
0.024,1848,0.435
0.025,1848,0.435
0.026000000000000002,1848,0.435
0.027,1848,0.435
0.028,1848,0.435
0.029,1848,0.435
0.03,1910,0.45
0.031,1910,0.45
0.032,1910,0.45
0.033,1910,0.45
0.034,1910,0.45
0.035,1910,0.45
0.036000000000000004,1910,0.45
0.037,1910,0.45
0.038,1910,0.45
0.039,1910,0.45
0.04,1976,0.465
0.041,1976,0.465
0.042,1976,0.465
0.043000000000000003,1976,0.465
0.044,1976,0.465
0.045,1976,0.465
0.046,1976,0.465
0.047,1976,0.465
0.048,1976,0.465
0.049,1976,0.465
0.05,2044,0.481
0.051000000000000004,2044,0.481
0.052000000000000005,2044,0.481
0.053,2044,0.481
0.054,2044,0.481
0.055,2044,0.481
0.056,2044,0.481
0.057,2044,0.481
0.058,2044,0.481
0.059000000000000004,2044,0.481
0.06,2099,0.494
0.061,2099,0.494
0.062,2099,0.494
0.063,2099,0.494
0.064,2099,0.494
0.065,2099,0.494
0.066,2099,0.494
0.067,2099,0.494
0.068,2099,0.494
0.069,2099,0.494
0.07,2152,0.507
0.07100000000000001,2152,0.507
0.07200000000000001,2152,0.507
0.073,2152,0.507
0.074,2152,0.507
0.075,2152,0.507
0.076,2152,0.507
0.077,2152,0.507
0.078,2152,0.507
0.079,2152,0.507
0.08,2210,0.52
0.081,2210,0.52
0.082,2210,0.52
0.083,2210,0.52
0.084,2210,0.52
0.085,2210,0.52
0.08600000000000001,2210,0.52
0.08700000000000001,2210,0.52
0.088,2210,0.52
0.089,2210,0.52
0.09,2261,0.533
0.091,2261,0.533
0.092,2261,0.533
0.093,2261,0.533
0.094,2261,0.533
0.095,2261,0.533
0.096,2261,0.533
0.097,2261,0.533
0.098,2261,0.533
0.099,2261,0.533
0.1,2305,0.543
0.101,2305,0.543
0.10200000000000001,2305,0.543
0.10300000000000001,2305,0.543
0.10400000000000001,2305,0.543
0.105,2305,0.543
0.106,2305,0.543
0.107,2305,0.543
0.108,2305,0.543
0.109,2305,0.543
0.11,2369,0.558
0.111,2369,0.558
0.112,2369,0.558
0.113,2369,0.558
0.114,2369,0.558
0.115,2369,0.558
0.116,2369,0.558
0.117,2369,0.558
0.11800000000000001,2369,0.558
0.11900000000000001,2369,0.558
0.12,2418,0.569
0.121,2418,0.569
0.122,2418,0.569
0.123,2418,0.569
0.124,2418,0.569
0.125,2418,0.569
0.126,2418,0.569
0.127,2418,0.569
0.128,2418,0.569
0.129,2418,0.569
0.13,2472,0.582
0.131,2472,0.582
0.132,2472,0.582
0.133,2472,0.582
0.134,2472,0.582
0.135,2472,0.582
0.136,2472,0.582
0.137,2472,0.582
0.138,2472,0.582
0.139,2472,0.582
0.14,2529,0.596
0.14100000000000001,2529,0.596
0.14200000000000002,2529,0.596
0.14300000000000002,2529,0.596
0.14400000000000002,2529,0.596
0.145,2529,0.596
0.146,2529,0.596
0.147,2529,0.596
0.148,2529,0.596
0.149,2529,0.596
0.15,2583,0.608
0.151,2583,0.608
0.152,2583,0.608
0.153,2583,0.608
0.154,2583,0.608
0.155,2583,0.608
0.156,2583,0.608
0.157,2583,0.608
0.158,2583,0.608
0.159,2583,0.608
0.16,2630,0.619
0.161,2630,0.619
0.162,2630,0.619
0.163,2630,0.619
0.164,2630,0.619
0.165,2630,0.619
0.166,2630,0.619
0.167,2630,0.619
0.168,2630,0.619
0.169,2630,0.619
0.17,2669,0.629
0.171,2669,0.629
0.17200000000000001,2669,0.629
0.17300000000000001,2669,0.629
0.17400000000000002,2669,0.629
0.17500000000000002,2669,0.629
0.176,2669,0.629
0.177,2669,0.629
0.178,2669,0.629
0.179,2669,0.629
0.18,2713,0.639
0.181,2713,0.639
0.182,2713,0.639
0.183,2713,0.639
0.184,2713,0.639
0.185,2713,0.639
0.186,2713,0.639
0.187,2713,0.639
0.188,2713,0.639
0.189,2713,0.639
0.19,2749,0.647
0.191,2749,0.647
0.192,2749,0.647
0.193,2749,0.647
0.194,2749,0.647
0.195,2749,0.647
0.196,2749,0.647
0.197,2749,0.647
0.198,2749,0.647
0.199,2749,0.647
0.2,2790,0.657
0.201,2790,0.657
0.202,2790,0.657
0.203,2790,0.657
0.20400000000000001,2790,0.657
0.20500000000000002,2790,0.657
0.20600000000000002,2790,0.657
0.20700000000000002,2790,0.657
0.20800000000000002,2790,0.657
0.209,2790,0.657
0.21,2825,0.665
0.211,2825,0.665
0.212,2825,0.665
0.213,2825,0.665
0.214,2825,0.665
0.215,2825,0.665
0.216,2825,0.665
0.217,2825,0.665
0.218,2825,0.665
0.219,2825,0.665
0.22,2863,0.674
0.221,2863,0.674
0.222,2863,0.674
0.223,2863,0.674
0.224,2863,0.674
0.225,2863,0.674
0.226,2863,0.674
0.227,2863,0.674
0.228,2863,0.674
0.229,2863,0.674
0.23,2906,0.684
0.231,2906,0.684
0.232,2906,0.684
0.233,2906,0.684
0.234,2906,0.684
0.23500000000000001,2906,0.684
0.23600000000000002,2906,0.684
